# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
0610009O20Rik	peak_1729 (+18758)
Prox1	peak_348 (-312633)
Prps1	peak_3802 (-10439), peak_3803 (+54243)
Prps1l1	peak_744 (-251125)
Prr16	peak_1744 (-335038), peak_1745 (-116029)
Prr18	peak_1550 (+44069)
Prr30	peak_1217 (+544433), peak_1216 (+810632), peak_1215 (+814980)
Prrc2b	peak_1910 (-40851)
Prrx2	peak_1908 (+35933)
Prss2	peak_3006 (+21806)
Prss23	peak_3226 (-71023)
Prss54	peak_3427 (-35745)
Prss55	peak_1170 (+38704)
Prtg	peak_3564 (+50362)
Psat1	peak_1811 (+584046), peak_1810 (+616401), peak_1809 (+891082)
Psd3	peak_3388 (-246486), peak_3387 (+191585)
Psg18	peak_3177 (+24649)
Psg23	peak_3180 (+21104)
Psg26	peak_3179 (+19541), peak_3178 (+30670)
Psg27	peak_3180 (-28092)
Psg28	peak_3179 (-32595), peak_3178 (-21466)
Psg29	peak_3174 (+180225), peak_3175 (+491432)
Psma6	peak_788 (-87194)
Psmb7	peak_1921 (+123191)
Psmc1	peak_848 (+27944)
Psmd7	peak_3445 (-93843)
Psmg1	peak_1543 (+72419), peak_1542 (+84739)
Psmg4	peak_933 (-22767)
Pstk	peak_3267 (+10274)
Pstpip2	peak_1778 (+27461)
Ptbp2	peak_2287 (-321735), peak_2286 (-200657)
Ptcd2	peak_1050 (+115437), peak_1049 (+153873)
Ptch1	peak_983 (+128268)
Ptchd4	peak_1612 (-622873), peak_1613 (-401396), peak_1614 (-308674), peak_1615 (-243397)
Pten	peak_1830 (+528269)
Pter	peak_1880 (+21568)
Ptger2	peak_1145 (+32664)
Ptger4	peak_1248 (-812586), peak_1247 (-22488)
Ptges	peak_1908 (+22305)
Ptgr2	peak_829 (-27029)
Ptgs2	peak_297 (+132782)
Pth2r	peak_142 (+106799), peak_143 (+215289)
Ptn	peak_3003 (+313146)
Ptpdc1	peak_955 (+59589)
Ptpn1	peak_2071 (-101305), peak_2072 (-44194)
Ptpn14	peak_347 (-10732)
Ptpn22	peak_2267 (+25006)
Ptpn4	peak_250 (+93228)
Ptprc	peak_271 (+824954)
Ptprd	peak_2513 (-994350), peak_2512 (-468579), peak_2511 (-134186), peak_2510 (+662623)
Ptprk	peak_386 (-33806)
Ptprn2	peak_875 (+61944), peak_876 (+77777)
Ptpro	peak_3135 (+369248)
Ptprr	peak_534 (+5979)
Ptprt	peak_2065 (+515017)
Ptpru	peak_2623 (+160199), peak_2622 (+353282)
Ptprz1	peak_2974 (-122998)
Ptrhd1	peak_715 (-60831)
Pudp	peak_1745 (-433170), peak_1744 (-214161)
Pum3	peak_1823 (+27459)
Pwp1	peak_478 (-221421)
Pxdc1	peak_935 (+132317), peak_934 (+182594)
Pxk	peak_1089 (-10260)
Pxylp1	peak_3591 (+97983)
Pygo1	peak_3564 (-68409)
Qdpr	peak_2739 (+35013)
Qk	peak_1551 (-130979)
Qpct	peak_1671 (+19951)
Qrfpr	peak_2153 (-69312)
Rab11fip4	peak_666 (+14119), peak_667 (+215605)
Rab22a	peak_2083 (-25952)
Rab28	peak_2730 (+218767)
Rab2a	peak_2351 (-136775), peak_2352 (-92342)
Rab32	peak_361 (-109427)
Rab35	peak_2879 (-29814), peak_2880 (-12334)
Rab36	peak_467 (+6850)
Rab38	peak_3225 (+289179)
Rab3c	peak_1077 (-29962), peak_1076 (+273807), peak_1075 (+364326), peak_1074 (+511619), peak_1073 (+870235)
Rab3gap2	peak_344 (+43591)
Rab4a	peak_3460 (-76439)
Rab7b	peak_264 (-8450)
Rabgap1l	peak_309 (+371586)
Rabif	peak_268 (+35663)
Rack1	peak_633 (-77638)
Rad18	peak_3102 (-132817), peak_3101 (+161310)
Rad21	peak_1325 (-36409)
Rad51ap2	peak_726 (+92542)
Rad51b	peak_823 (+567479)
Raet1d	peak_377 (+260810)
Raf1	peak_3107 (-48545)
Rag2	peak_2009 (-721239)
Rai14	peak_1257 (+17799)
Ralbp1	peak_1654 (+10744)
Ralgps2	peak_304 (+17289)
Ralyl	peak_2105 (-562953), peak_2106 (-472415), peak_2107 (-246055), peak_2108 (-211542), peak_2109 (-92053)
Rap1gap	peak_2635 (+55651)
Rap1gds1	peak_2312 (+177922)
Rap2a	peak_1239 (+170743)
Rapgef2	peak_2229 (+178610), peak_2228 (+649963)
Rapgef4	peak_1973 (+23604)
Rapgef5	peak_875 (-968702), peak_876 (-952869)
Rarb	peak_1109 (-450082), peak_1108 (-430671), peak_1107 (-398568), peak_1106 (-228079), peak_1105 (-149058)
Rarres1	peak_2211 (-26090)
Rasa1	peak_1033 (-646629), peak_1032 (-557111)
Rasd2	peak_3401 (-67750), peak_3402 (+125687)
Rasef	peak_2506 (-44196), peak_2505 (+39816)
Rasgef1b	peak_2842 (-288412), peak_2841 (-226770)
Rasgrp3	peak_1665 (-36666)
Rasl11b	peak_2792 (-33642)
Rassf3	peak_540 (+8417)
Rassf8	peak_3147 (-104497), peak_3148 (+9317)
Raver2	peak_2574 (-14366)
Rb1cc1	peak_7 (-221247), peak_8 (-63015)
Rbfox2	peak_1356 (-7340)
Rbm11	peak_1503 (+134808), peak_1504 (+144116)
Rbm15	peak_2272 (-9516)
Rbm19	peak_2889 (+241600), peak_2890 (+277644)
Rbm20	peak_1862 (+74448)
Rbm28	peak_2991 (+81262)
Rbm33	peak_2714 (+130181)
Rbm47	peak_2775 (-44794), peak_2774 (+33308)
Rcan1	peak_1536 (+42448)
Rcan2	peak_1616 (+23048), peak_1617 (+142938)
Rchy1	peak_2829 (+276325)
Rcor1	peak_864 (-11005)
Rcsd1	peak_319 (+40403)
Rd3l	peak_869 (-79653), peak_868 (-32105), peak_867 (-17427)
Rdh14	peak_725 (+640633)
Reep3	peak_453 (+86596), peak_452 (+514633), peak_451 (+628052), peak_450 (+675435), peak_449 (+830014)
Reg3b	peak_3054 (-343793), peak_3055 (-215332)
Reg3g	peak_3057 (-838444), peak_3056 (-815531)
Rel	peak_593 (-70828)
Reln	peak_2709 (-128038), peak_2708 (-111405), peak_2707 (-20079)
Rem2	peak_1162 (+16700)
Rerg	peak_3134 (+191992)
Retnla	peak_1447 (+13200)
Retnlg	peak_1447 (-16856), peak_1448 (+6003), peak_1449 (+90280)
Rfpl4b	peak_405 (-25071), peak_404 (+557169), peak_403 (+596965), peak_402 (+851069), peak_401 (+886140)
Rfwd2	peak_307 (-210217)
Rfx6	peak_427 (+66200), peak_428 (+313557), peak_429 (+321411)
Rfx8	peak_91 (-7286)
Rfxap	peak_2182 (+21745)
Rgma	peak_3205 (-847324), peak_3206 (-367817), peak_3207 (-342518)
Rgmb	peak_1562 (-850286), peak_1561 (-584413), peak_1560 (-568399), peak_1559 (-304580)
Rgs1	peak_290 (-71863)
Rgs17	peak_355 (-40981)
Rgs18	peak_291 (-480062)
Rgs2	peak_289 (+32636), peak_288 (+142029)
Rgs20	peak_2 (-6675)
Rgs21	peak_290 (+230459)
Rgs22	peak_1295 (+148822)
Rgs3	peak_2472 (-25598), peak_2473 (+99076)
Rgs6	peak_826 (+172636)
Rgs7	peak_331 (+146960), peak_330 (+549453)
Rhobtb1	peak_455 (+23288), peak_456 (+57295)
Rhobtb3	peak_1007 (-10245)
Rhoh	peak_2772 (+50338), peak_2773 (+89664)
Rhoj	peak_818 (+71093)
Rhot2	peak_1586 (-10661)
Rhou	peak_3459 (-125866), peak_3460 (+75617)
Rhov	peak_2023 (+20031)
Rhox10	peak_3657 (-157152), peak_3658 (-88972)
Rhox3e	peak_3656 (-3406)
Rhox9	peak_3658 (-75733), peak_3657 (-7553)
Rhpn2	peak_3194 (+38581)
Rictor	peak_1250 (-53802)
Rims1	peak_58 (-68348), peak_57 (+726745)
Rin3	peak_851 (+130169)
Riox2	peak_1464 (-14145)
Ripk2	peak_2377 (-970822), peak_2376 (-647082), peak_2375 (-381406)
Ripor3	peak_2073 (-49209)
Rit2	peak_1720 (+36174), peak_1719 (+523670)
Rlf	peak_2613 (-80030), peak_2612 (-39925)
Rmi1	peak_975 (+162062)
Rnd3	peak_1939 (-334406), peak_1938 (+122975), peak_1937 (+378588), peak_1936 (+548430)
Rnf133	peak_2976 (+139406), peak_2975 (+285237)
Rnf141	peak_3252 (+34622)
Rnf144a	peak_738 (+667680)
Rnf144b	peak_953 (+617391)
Rnf146	peak_389 (-78906)
Rnf148	peak_2977 (-20158)
Rnf149	peak_90 (-20779)
Rnf150	peak_3415 (-44352)
Rnf152	peak_216 (-211493), peak_215 (+387152)
Rnf2	peak_299 (-11384)
Rnf217	peak_391 (-64252)
Rnf220	peak_2610 (+69207)
Rnf32	peak_2715 (-710651), peak_2716 (-591710), peak_2717 (-133534)
Rnf34	peak_2896 (+31798)
Rnf8	peak_1592 (-14784)
Rnft1	peak_674 (-16156)
Rnls	peak_1830 (+106499)
Rnmt	peak_1765 (+28802)
Rnpc3	peak_2281 (-216937), peak_2280 (-39587)
Robo1	peak_1498 (-66732), peak_1499 (-39458), peak_1500 (+691365)
Robo2	peak_1502 (+205148), peak_1501 (+673828)
Ror1	peak_2571 (-73503)
Rora	peak_3562 (-501871)
Rorb	peak_1814 (-240361)
Rp1	peak_1 (+507556)
Rp1l1	peak_1170 (+54198)
Rpa1	peak_662 (+101306), peak_661 (+128662), peak_660 (+143148)
Rpa2	peak_2626 (+17648)
Rpe65	peak_2335 (+55105), peak_2336 (+76020)
Rpf2	peak_407 (+34233)
Rph3al	peak_664 (+93681)
Rpia	peak_3049 (+267824), peak_3048 (+302550), peak_3047 (+839754), peak_3046 (+989023)
Rpl10-ps3	peak_3540 (-118228), peak_3539 (+60998)
Rpl12	peak_1913 (-21520)
Rpl13a-ps1	peak_1856 (-520335), peak_1855 (-395370), peak_1854 (+507228), peak_1853 (+570547), peak_1852 (+690010), peak_1851 (+853819), peak_1850 (+960378)
Rpl19	peak_689 (+16478)
Rpl22l1	peak_2140 (+61276)
Rpl27-ps3	peak_1693 (+149245)
Rpl31	peak_89 (-21842)
Rpl32	peak_3108 (+17285)
Rpl34	peak_2299 (-43832)
Rpl37a	peak_159 (+28148), peak_160 (+53936)
Rpl38	peak_706 (-474563), peak_707 (-49503), peak_708 (-40043)
Rpl7a-ps3	peak_1296 (-72139)
Rplp1	peak_3553 (+160641)
Rpp14	peak_1089 (+7628)
Rprm	peak_1947 (-299822), peak_1946 (-173106), peak_1945 (+20609), peak_1944 (+45622), peak_1943 (+94204), peak_1942 (+159278), peak_1941 (+718200), peak_1940 (+755296)
Rps12	peak_383 (+155865), peak_382 (+286323), peak_381 (+306209), peak_380 (+311351)
Rps15a	peak_3259 (+694956)
Rps17	peak_3216 (+23738)
Rps23	peak_1041 (+243268)
Rps24	peak_1122 (+436119), peak_1123 (+617669)
Rps29	peak_810 (+717955), peak_809 (+752616)
Rps3a1	peak_2243 (-17511)
Rps6ka1	peak_2627 (+99891)
Rps6ka3	peak_3824 (-654967), peak_3825 (-385962)
Rps6kc1	peak_348 (+428423)
Rptn	peak_2250 (+39708)
Rptor	peak_712 (-30687)
Rpusd3	peak_3104 (+6486)
Rragc	peak_2616 (+479442)
Rras2	peak_3254 (+83847)
Rrm2	peak_737 (+68868)
Rrs1	peak_21 (-75672)
Rsbn1	peak_2267 (-28868)
Rsg1	peak_2640 (+6353)
Rsl24d1	peak_3565 (+62001), peak_3566 (+123101)
Rspo2	peak_1305 (+29324)
Rspo3	peak_390 (-238000), peak_389 (+94519)
Rsrc1	peak_2210 (+176747)
Rtl1	peak_862 (-149582), peak_861 (-12888)
Rtn4rl1	peak_660 (+11379), peak_661 (+25865), peak_662 (+53221)
Rttn	peak_1793 (-25683)
Rundc3b	peak_2672 (-30188), peak_2671 (+71503)
Runx1t1	peak_2365 (-791424), peak_2366 (-626117), peak_2367 (-318847), peak_2368 (+179153), peak_2369 (+297164), peak_2370 (+831186)
Runx2	peak_1619 (-212238)
Runx3	peak_2632 (-152441)
Rusc2	peak_2439 (+10501)
Rxfp2	peak_2929 (-12791)
Rxra	peak_1903 (+97277)
Rxrg	peak_325 (+74643)
Rybp	peak_3077 (+124141), peak_3076 (+315954)
Ryk	peak_3601 (+6123), peak_3602 (+89481)
Ryr1	peak_3191 (+110848)
Ryr2	peak_899 (-120094)
Ryr3	peak_2017 (-104370)
S1pr1	peak_2282 (+272649)
S1pr2	peak_3498 (+9365)
Sacm1l	peak_3624 (+90548)
Sall1	peak_3423 (+231047)
Sall3	peak_1783 (-219287)
Samd9l	peak_2931 (+119274)
Samsn1	peak_1506 (-88156), peak_1505 (+110213)
Samt2	peak_3818 (-134803)
Sash1	peak_359 (+305277)
Satb1	peak_1624 (-710208), peak_1623 (-263329)
Satb2	peak_128 (-99075)
Saxo1	peak_2539 (+89197)
Saysd1	peak_1115 (-73153), peak_1114 (-36939)
Sbk1	peak_3265 (-34449)
Sbspon	peak_37 (-42012), peak_36 (+9325)
Scaf11	peak_1380 (-87644)
Scamp1	peak_1044 (+60741)
Scand1	peak_2057 (-50472)
Scaper	peak_3548 (+90770), peak_3547 (+281412)
Scel	peak_1220 (-99302)
Scg2	peak_169 (+59089), peak_168 (+313649)
Scgb1b24	peak_3192 (+160463)
Scgb1b27	peak_3193 (+26515)
Scgb1b30	peak_3193 (-47433)
Scgb2b26	peak_3192 (+40778)
Scgn	peak_920 (-36887)
Schip1	peak_2214 (+543816)
Scml4	peak_412 (+102190)
Scn1a	peak_1964 (-19796), peak_1963 (+103588)
Scn3b	peak_3527 (-15049)
Scn5a	peak_3619 (+95509)
Scn7a	peak_1965 (-221560)
Scn8a	peak_1385 (-69820), peak_1386 (-25174), peak_1387 (+146036)
Scn9a	peak_1964 (+205092)
Scrg1	peak_3356 (-58748)
Scrt2	peak_2052 (-24181)
Scube3	peak_1590 (+13360)
Sdc2	peak_1289 (-524540), peak_1290 (-289609)
Sdc3	peak_2621 (+114389)
Sdhaf3	peak_2939 (+34261), peak_2940 (+438606), peak_2941 (+531832)
Sdhaf4	peak_60 (-70348), peak_59 (+46533)
Sdk2	peak_708 (-562348), peak_707 (-552888), peak_706 (-127828), peak_705 (+210139)
Sdr16c5	peak_2337 (-29422)
Sdr16c6	peak_2337 (+28437)
Sec14l5	peak_1390 (+18584)
Sec16b	peak_305 (+825015)
Sec23a	peak_795 (+153261), peak_794 (+242111), peak_793 (+512048)
Sec61g	peak_577 (-7066), peak_576 (+122700)
Sec63	peak_411 (-41980)
Sele	peak_316 (-28645)
Selenbp2	peak_2255 (+85710)
Selenof	peak_2320 (+83915)
Selenon	peak_2631 (-90155), peak_2630 (-81975), peak_2629 (-76554), peak_2628 (+6967)
Sem1	peak_2938 (+88754)
Sema3a	peak_2680 (-660550), peak_2681 (+330954)
Sema3c	peak_2693 (+34709)
Sema3d	peak_2679 (-419772), peak_2680 (+355374)
Sema3e	peak_2682 (-153704), peak_2683 (+155427), peak_2684 (+271181), peak_2685 (+377099)
Sema4d	peak_964 (+21824)
Sema4f	peak_3063 (+25932), peak_3062 (+76856)
Sema5a	peak_1289 (+151370), peak_1290 (+386301)
Sema5b	peak_1422 (+72344), peak_1423 (+109570), peak_1424 (+140425)
Sema6a	peak_1742 (-168810), peak_1741 (+38113)
Sema6d	peak_2027 (-730222), peak_2028 (-354850)
Sept7	peak_3506 (-18874), peak_3507 (+168043)
Sept9	peak_710 (+91718)
Serpina3c	peak_853 (-47960)
Serpina3f	peak_853 (-12714)
Serpinb3b	peak_218 (+40793)
Serpinb3d	peak_218 (-36815)
Serpinb6d	peak_932 (+22000)
Serpinb6e	peak_932 (+160003)
Serpinb8	peak_219 (+233219), peak_220 (+291732), peak_221 (+336546), peak_222 (+826593)
Serpini2	peak_2225 (-196526)
Sertad2	peak_589 (-147188)
Sesn3	peak_3489 (-174433)
Sestd1	peak_1979 (-110104)
Setbp1	peak_1780 (-397762), peak_1779 (+413709)
Setmar	peak_3090 (-113658), peak_3091 (-71460), peak_3092 (-17209)
Sfmbt2	peak_1877 (+727301)
Sfr1	peak_1845 (-26177)
Sgcd	peak_632 (-414943), peak_631 (-88773), peak_630 (+468303)
Sgcz	peak_3326 (-157798)
Sgip1	peak_2578 (-54281)
Sgk1	peak_376 (-24401)
Sgo1	peak_1629 (-57196)
Sgo2b	peak_3374 (+273598), peak_3373 (+876565)
Sgpp2	peak_166 (-63156), peak_167 (+103098)
Sh2d1a	peak_3669 (+258829)
Sh2d4a	peak_3388 (-55507), peak_3389 (+134787), peak_3390 (+222735)
Sh2d4b	peak_1141 (+229360), peak_1140 (+709502), peak_1139 (+796089)
Sh3bgrl	peak_3763 (-42280)
Sh3bgrl2	peak_3583 (-87673)
Sh3gl2	peak_2536 (-170096), peak_2537 (+207944), peak_2538 (+686271)
Sh3glb1	peak_2320 (+65982)
Sh3rf1	peak_3368 (+157003)
Shf	peak_2026 (+31748)
Shh	peak_2717 (-595207), peak_2716 (-137031), peak_2715 (-18090), peak_2714 (+19898)
Shisa6	peak_650 (+65182)
Shisa8	peak_1365 (+13371)
Shisa9	peak_1393 (+611859), peak_1394 (+946862)
Shox2	peak_2209 (+145801), peak_2208 (+311786)
Siah2	peak_2191 (-160133), peak_2190 (-70099)
Siah3	peak_1183 (+69956)
Sik1	peak_1595 (+108917)
Sim2	peak_1538 (+169212)
Simc1	peak_970 (-21757)
Sipa1l1	peak_825 (-250804)
Sipa1l2	peak_3461 (-34856)
Sirpa	peak_2032 (+95238)
Sirpb1c	peak_2111 (-80789)
Sis	peak_2220 (+74209), peak_2219 (+810741)
Six3	peak_1679 (-484449)
Skap1	peak_687 (+295797)
Ski	peak_2660 (+98921)
Skint10	peak_2601 (-431702)
Skint11	peak_2602 (+55136)
Skint2	peak_2600 (-99189)
Skint6	peak_2601 (+80446)
Skint7	peak_2599 (-36786)
Skint8	peak_2599 (+16586)
Skint9	peak_2600 (-80566)
Skor1	peak_3556 (-35499), peak_3555 (+87701)
Skor2	peak_1776 (-178307), peak_1777 (-69845)
Slain1	peak_1221 (+52109)
Slain2	peak_2788 (+18886)
Slc10a1	peak_824 (-22330)
Slc10a2	peak_3281 (-908721), peak_3280 (-736218), peak_3279 (-136545)
Slc10a4	peak_2789 (+161742)
Slc12a2	peak_1750 (-86187)
Slc12a8	peak_1419 (-106054)
Slc13a1	peak_2980 (-323827), peak_2979 (+98622)
Slc15a4	peak_2905 (+38471), peak_2904 (+339506)
Slc15a5	peak_3136 (+55510)
Slc16a1	peak_2269 (+76106)
Slc16a10	peak_407 (-70549)
Slc16a7	peak_548 (-372494)
Slc16a9	peak_457 (-22220)
Slc19a3	peak_176 (+77920)
Slc1a1	peak_1824 (-71044), peak_1825 (-28583)
Slc1a4	peak_589 (-63433)
Slc22a19	peak_1802 (+30551), peak_1801 (+42770)
Slc22a22	peak_1333 (+569160), peak_1332 (+591666)
Slc22a23	peak_935 (-175987), peak_934 (-125710)
Slc22a30	peak_1803 (-123445)
Slc22a8	peak_1803 (-62698)
Slc24a2	peak_2543 (-452930), peak_2542 (-386612), peak_2541 (-275449)
Slc25a13	peak_2938 (-272731), peak_2937 (+33482), peak_2936 (+48001)
Slc25a15	peak_3303 (+102557)
Slc25a25	peak_1912 (-73464), peak_1911 (-43873)
Slc25a33	peak_2654 (-115553), peak_2653 (-51441), peak_2652 (-20490)
Slc25a36	peak_3594 (-219877), peak_3593 (-22414), peak_3592 (+54499)
Slc25a40	peak_2671 (+128599)
Slc26a7	peak_2372 (-58226), peak_2371 (-11034), peak_2370 (+39322), peak_2369 (+573344), peak_2368 (+691355)
Slc28a3	peak_975 (+43749)
Slc2a12	peak_377 (-23649)
Slc2a13	peak_1375 (+288343)
Slc30a5	peak_1056 (-216072), peak_1055 (-94728)
Slc32a1	peak_2060 (-71407)
Slc34a2	peak_2750 (-177445)
Slc35b3	peak_942 (-978070), peak_941 (-583988), peak_940 (+25042), peak_939 (+70432)
Slc35d1	peak_2580 (-57762)
Slc35f1	peak_430 (-168956), peak_431 (-41483), peak_432 (+260816)
Slc35f2	peak_3546 (+58454)
Slc38a1	peak_1380 (+93475)
Slc38a4	peak_1381 (+262533)
Slc38a9	peak_1082 (+115504)
Slc39a10	peak_112 (-867227), peak_111 (-774592), peak_110 (-327715), peak_109 (-295450), peak_108 (-144493), peak_107 (+404018)
Slc39a11	peak_704 (-46107), peak_703 (+274539)
Slc39a12	peak_1885 (-99434)
Slc43a2	peak_663 (+20343)
Slc45a3	peak_265 (+7259)
Slc46a3	peak_2926 (-35002)
Slc48a1	peak_1382 (+18505)
Slc4a10	peak_1957 (-193505), peak_1958 (-6219), peak_1959 (+129254)
Slc4a1ap	peak_2719 (+44269)
Slc4a2	peak_2711 (+10063)
Slc4a3	peak_163 (+765933), peak_164 (+805255), peak_165 (+913508)
Slc4a4	peak_2821 (-11933), peak_2822 (+224882), peak_2823 (+440607)
Slc4a7	peak_1098 (-273912), peak_1099 (-81955)
Slc4a8	peak_1385 (+39116), peak_1386 (+83762)
Slc52a3	peak_2052 (+60813)
Slc5a12	peak_2015 (-161251)
Slc5a4a	peak_469 (-29544), peak_470 (+75455)
Slc5a4b	peak_469 (-6946)
Slc5a7	peak_1631 (-875009), peak_1630 (+248969)
Slc5a8	peak_485 (+159624)
Slc6a15	peak_511 (+317090), peak_512 (+342228), peak_513 (+386879), peak_514 (+625549)
Slc6a16	peak_3203 (+27147)
Slc6a20b	peak_3624 (+12258)
Slc6a21	peak_3203 (-14641)
Slc7a1	peak_2927 (+96254)
Slc7a11	peak_2175 (-520334), peak_2174 (+620912), peak_2173 (+640303)
Slc7a13	peak_2391 (-67957)
Slc7a14	peak_2145 (-231050), peak_2144 (-159640)
Slc8a1	peak_1675 (-520181), peak_1674 (-66741)
Slc9c1	peak_1439 (-16461), peak_1440 (+36014)
Slco1b2	peak_3140 (-45188), peak_3141 (+124399)
Slco1c1	peak_3140 (+59944)
Slco2a1	peak_3601 (-166962), peak_3602 (-83604)
Slco3a1	peak_3209 (-190754), peak_3208 (-164852)
Slco4c1	peak_193 (+631148)
Slco6c1	peak_195 (-384683), peak_194 (-295332)
Slco6d1	peak_197 (-219802), peak_198 (-35864), peak_199 (+230200), peak_200 (+468560)
Slit1	peak_1837 (+142813)
Slit2	peak_2741 (-819329), peak_2742 (-695560)
Slit3	peak_615 (+578861)
Slitrk1	peak_1225 (-431628)
Slitrk2	peak_3701 (-197367), peak_3702 (+364338), peak_3703 (+731134), peak_3704 (+822064)
Slitrk5	peak_1226 (+757892)
Slmap	peak_1125 (-31231)
Sln	peak_3546 (-20172)
Slx4	peak_1389 (-21074)
Smad1	peak_3411 (+66675)
Smad2	peak_1776 (+436518), peak_1777 (+544980)
Smad3	peak_3557 (-161159)
Smad4	peak_1770 (+16122)
Smad6	peak_3557 (+102906)
Smad7	peak_1774 (+143797), peak_1775 (+196215)
Smad9	peak_2182 (+30464)
Smap1	peak_59 (-36806)
Smarca1	peak_3674 (+155982), peak_3673 (+914930)
Smarca2	peak_1822 (-734592)
Smarcal1	peak_158 (-34999)
Smc1b	peak_1372 (+46556)
Smc2	peak_2452 (-784217), peak_2453 (-607801), peak_2454 (-352228), peak_2455 (-204519)
Smim10l1	peak_3129 (-20487)
Smim12	peak_2619 (-50051)
Smim15	peak_1069 (-612244), peak_1070 (+22416)
Smim23	peak_613 (-202414)
Smim5	peak_709 (-19831)
Smlr1	peak_384 (-406961)
Smoc1	peak_824 (-35773)
Smoc2	peak_1556 (+307558)
Smpdl3b	peak_2625 (+14406)
Smpx	peak_3822 (+70691)
Smr2	peak_2817 (-40949), peak_2818 (-24904)
Smr3a	peak_2817 (+43054), peak_2818 (+59099)
Smtnl1	peak_1990 (+10744)
Smyd3	peak_336 (+380972)
Snai2	peak_1397 (+109767)
Snapc1	peak_816 (-11055)
Snca	peak_3037 (+209297), peak_3036 (+421496), peak_3035 (+569484)
Sncaip	peak_1748 (+253102)
Snd1	peak_2990 (+171848)
Sned1	peak_186 (-45428)
Snn	peak_1392 (-14529)
Snrpb	peak_2034 (+34634)
Snrpb2	peak_2041 (-116491), peak_2042 (-20139)
Sntb1	peak_1331 (-613886)
Sntg1	peak_21 (-170498), peak_20 (+58117), peak_19 (+123804), peak_18 (+178319), peak_17 (+241075), peak_16 (+373616)
Sntn	peak_1096 (-30858), peak_1097 (+22768)
Snx11	peak_687 (+17141)
Snx13	peak_745 (+457167)
Snx16	peak_2100 (-948040), peak_2099 (-350470)
Snx19	peak_3510 (-289462), peak_3511 (+445584)
Snx2	peak_1748 (-155553)
Snx7	peak_2284 (-236070)
Snx9	peak_1547 (+12758), peak_1548 (+70185)
Sobp	peak_412 (+211970)
Socs2	peak_493 (+64278), peak_492 (+84878)
Socs5	peak_1680 (-44438)
Socs6	peak_1793 (-51785), peak_1792 (+24125)
Soga3	peak_388 (-113495)
Sorbs2	peak_3340 (-79516)
Sorcs1	peak_1859 (-781645), peak_1858 (-436548), peak_1857 (-413773), peak_1856 (+127576), peak_1855 (+252541)
Sorcs3	peak_1846 (+25824), peak_1847 (+309466), peak_1848 (+726591), peak_1849 (+771246), peak_1850 (+864332), peak_1851 (+970891)
Sord	peak_2025 (-14708)
Sostdc1	peak_748 (-28830), peak_749 (+29120)
Sox1	peak_3290 (+141086)
Sox10	peak_1360 (-27905)
Sox11	peak_739 (-561110)
Sox14	peak_3597 (-70741)
Sox2	peak_2151 (+145585), peak_2152 (+480999)
Sox3	peak_3693 (+268262)
Sox30	peak_628 (+33922)
Sox4	peak_927 (-60690)
Sox5	peak_3144 (-765444), peak_3143 (+428037)
Sox6	peak_3257 (+176121), peak_3256 (+544849)
Sox9	peak_703 (+508996)
Sp4	peak_877 (-87125)
Sp5	peak_1970 (-134511)
Sp8	peak_877 (-457836)
Spaca7	peak_3290 (-36668)
Spag11a	peak_3300 (+22542)
Spag16	peak_152 (+142233), peak_153 (+381783), peak_154 (+808229)
Spag17	peak_2259 (-520786)
Spag9	peak_681 (+179850)
Spata13	peak_1166 (+57229)
Spata16	peak_2138 (+146851), peak_2139 (+220658)
Spata17	peak_346 (+152682)
Spata18	peak_2791 (+336386)
Spata21	peak_2639 (+6910)
Spata31	peak_986 (+56035), peak_987 (+80140)
Spata31d1c	peak_986 (-59617), peak_987 (-35512)
Spata9	peak_1007 (-13627)
Speer2	peak_1495 (-29464), peak_1494 (+157700), peak_1493 (+449045), peak_1492 (+567596), peak_1491 (+655075), peak_1490 (+947687), peak_1489 (+965222)
Speer3	peak_2681 (-61356), peak_2682 (+79953)
Speer4b	peak_2713 (+205548)
Speer4c	peak_2686 (-92882)
Speer4f2	peak_2690 (-469708), peak_2691 (-333539), peak_2692 (-270413)
Spef2	peak_1256 (-243122), peak_1255 (+10729)
Spert	peak_1183 (+67178)
Sphkap	peak_178 (-713990), peak_177 (-55349)
Spin1	peak_963 (-77872)
Spink4	peak_2435 (-43020)
Spint1	peak_2023 (+13688)
Spock1	peak_974 (+535590), peak_973 (+700089), peak_972 (+924381)
Spock3	peak_3370 (-788411), peak_3371 (-700897), peak_3372 (-296163), peak_3373 (+124244), peak_3374 (+727211)
Spon1	peak_3254 (+267936)
Spopl	peak_1901 (-366372)
Spp2	peak_183 (-78401)
Spred1	peak_2021 (+85642)
Spred2	peak_587 (-841849), peak_588 (-48392)
Spry2	peak_1222 (+21281)
Spsb1	peak_2655 (-15017), peak_2654 (+65213), peak_2653 (+129325), peak_2652 (+160276)
Spsb4	peak_3592 (-37815)
Sptbn1	peak_610 (+194453)
Srd5a2	peak_1664 (-224849), peak_1663 (-62302)
Srebf2	peak_1365 (+52178)
Srek1	peak_1062 (+182186), peak_1061 (+191764), peak_1060 (+363561)
Srfbp1	peak_1746 (-17664)
Srgap1	peak_543 (+102277), peak_542 (+131564)
