# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (-181260), Rp1 (+507556)
peak_2737	C1qtnf7 (-17518), Cpeb2 (+264850)
peak_2738	Cc2d2a (+10646), Fbxl5 (+109158)
peak_2739	Ldb2 (-615584), Qdpr (+35013)
peak_2740	Lcorl (-543727)
peak_2741	Slit2 (-819329)
peak_2742	Slit2 (-695560)
peak_2743	5730480H06Rik (+272034), Kcnip4 (+880544)
peak_2744	Kcnip4 (-19714), Adgra3 (+514385)
peak_2745	Kcnip4 (-142247), Adgra3 (+391852)
peak_2746	Adgra3 (-55344)
peak_2747	Adgra3 (-260570)
peak_2748	Adgra3 (-796172), Ppargc1a (+698744)
peak_2749	Ppargc1a (-419442), Dhx15 (+217150)
peak_2750	Slc34a2 (-177445), Anapc4 (+37895)
peak_2751	Stim2 (+137488)
peak_2752	Stim2 (+569308)
peak_2753	NONE
peak_2754	NONE
peak_2755	NONE
peak_2756	NONE
peak_2757	NONE
peak_2758	Pcdh7 (+282770)
peak_2759	Pcdh7 (+688270)
peak_2760	NONE
peak_2761	NONE
peak_2762	NONE
peak_2763	NONE
peak_2764	NONE
peak_2765	NONE
peak_2766	G6pd2 (-595848)
peak_2767	G6pd2 (-30825)
peak_2768	G6pd2 (+417900), Arap2 (+539404)
peak_2769	Arap2 (+338709), G6pd2 (+618595)
peak_2770	Nwd2 (-51361), Dthd1 (+783924)
peak_2771	Klf3 (-454325), Tbc1d1 (+189612)
peak_2772	Chrna9 (-55573), Rhoh (+50338)
peak_2773	Chrna9 (-16247), Rhoh (+89664)
peak_2774	9130230L23Rik (-135525), Rbm47 (+33308)
peak_2775	Rbm47 (-44794), Nsun7 (-42400)
peak_2776	Grxcr1 (-114859), Atp8a1 (-69542)
peak_2777	Grxcr1 (+73967)
peak_2778	Grxcr1 (+105843)
peak_2779	Gnpda2 (-838088), Gabrg1 (+412189)
peak_2780	Gabrg1 (+80076)
peak_2781	Gabra2 (-223602), Cox7b2 (+228754)
peak_2782	Gabra2 (-293443), Cox7b2 (+158913)
peak_2783	Gabra2 (-429516), Cox7b2 (+22840)
peak_2784	Cox7b2 (-8067), Gabra4 (+102036)
peak_2785	Gabrb1 (+131721), Commd8 (+336536)
peak_2786	Corin (-38271), Nfxl1 (+17205)
peak_2787	Txk (-72183), Tec (+59659)
peak_2788	Slain2 (+18886), Gm10135 (+41447)
peak_2789	Fryl (+87994), Slc10a4 (+161742)
peak_2790	Dcun1d4 (+22197), Lrrc66 (+129329)
peak_2791	Usp46 (+80666), Spata18 (+336386)
peak_2792	Usp46 (-93213), Rasl11b (-33642)
peak_2793	Lnx1 (-106829), Chic2 (+252158)
peak_2794	Kdr (+142937), Kit (+260566)
peak_2795	Nmu (-140527), Exoc1 (-25008)
peak_2796	Igfbp7 (-56867)
peak_2797	Igfbp7 (-215517)
peak_2798	Igfbp7 (-287697)
peak_2799	Igfbp7 (-587076)
peak_2800	NONE
peak_2801	NONE
peak_2802	NONE
peak_2803	Adgrl3 (-852141)
peak_2804	Adgrl3 (-832170)
peak_2805	Adgrl3 (-105194)
peak_2806	Adgrl3 (+398586)
peak_2807	Adgrl3 (+891085)
peak_2808	Adgrl3 (+997659)
peak_2809	Tecrl (+701154)
peak_2810	Tecrl (+448258)
peak_2811	Tecrl (+240194)
peak_2812	Tecrl (-428292), Epha5 (+633434)
peak_2813	Epha5 (+38543)
peak_2814	Epha5 (-336987)
peak_2815	Tmprss11c (-29149), Tmprss11d (+54963)
peak_2816	Tmprss11g (-75645), Tmprss11f (+38179)
peak_2817	Smr2 (-40949), Smr3a (+43054)
peak_2818	Smr2 (-24904), Smr3a (+59099)
peak_2819	Gm11116 (-147835), Gm7714 (-9554)
peak_2820	Ambn (-46264), Amtn (+33619)
peak_2821	Slc4a4 (-11933), Dck (+110370)
peak_2822	Slc4a4 (+224882), Gc (+345717)
peak_2823	Gc (+129992), Slc4a4 (+440607)
peak_2824	Adamts3 (-70149), Cox18 (+270888)
peak_2825	Afm (-11253), Afp (+16942)
peak_2826	Cxcl1 (-72238), Cxcl15 (+24469)
peak_2827	Mthfd2l (-21368), Cxcl2 (+6039)
peak_2828	Ereg (-13112), Epgn (+34046)
peak_2829	Parm1 (+169128), Rchy1 (+276325)
peak_2830	Ppef2 (+37467), Uso1 (+80873)
peak_2831	Ccng2 (+84707), Gm16427 (+133382)
peak_2832	Gm16427 (+103442), Ccng2 (+114647)
peak_2833	Gm16427 (-71818), C87414 (+114387)
peak_2834	Gm16427 (-158544), C87414 (+27661)
peak_2835	Gm7792 (-94860), C87414 (-77365)
peak_2836	Gm7682 (-53781), AA792892 (+14686)
peak_2837	Gm7971 (-78265), Gm7978 (+63033)
peak_2838	Cxcl13 (-29895), E330014E10Rik (+151066)
peak_2839	Cnot6l (+41908), Cxcl13 (+162896)
peak_2840	Prdm8 (-137674), Antxr2 (-12342)
peak_2841	Gm35911 (-426619), Rasgef1b (-226770)
peak_2842	Gm35911 (-364977), Rasgef1b (-288412)
peak_2843	Tmem150c (+29515), Enoph1 (+90308)
peak_2844	Nkx6-1 (+352552), Gpat3 (+466314)
peak_2845	Cds1 (-60722), Nkx6-1 (-39412)
peak_2846	Cds1 (+97138), Wdfy3 (+207653)
peak_2847	Wdfy3 (+88350), Cds1 (+216441)
peak_2848	Arhgap24 (-258538), Wdfy3 (-152932)
peak_2849	Wdfy3 (-339190), Arhgap24 (-72280)
peak_2850	Arhgap24 (+124226), Mapk10 (+605717)
peak_2851	Arhgap24 (+169806), Mapk10 (+560137)
peak_2852	Mapk10 (+67221), Arhgap24 (+662722)
peak_2853	Aff1 (-90285), 1700016H13Rik (-8278)
peak_2854	Ibsp (-14247), Dmp1 (+82311)
peak_2855	Zfp951 (+85127), BC005561 (+266591)
peak_2856	Abcg3 (-39379), Gbp9 (+88179)
peak_2857	Abcg3 (-111039), Gbp9 (+16519)
peak_2858	Zfp326 (-9671), Lrrc8d (+166108)
peak_2859	Zfp326 (+146805), Barhl2 (+434793)
peak_2860	Barhl2 (+256792), Zfp326 (+324806)
peak_2861	Pigg (-12181), Dr1 (+31531)
peak_2862	Vmn2r9 (-12677), Vmn2r10 (+141249)
peak_2863	Vmn2r9 (-28185), Vmn2r10 (+125741)
peak_2864	Vmn2r9 (-50324), Vmn2r10 (+103602)
peak_2865	Vmn2r12 (-24787), Vmn2r13 (+69456)
peak_2866	Vmn2r12 (-62856), Vmn2r13 (+31387)
peak_2867	Vmn2r14 (-55110), Vmn2r15 (+17824)
peak_2868	Noc4l (+25195), Galnt9 (+83867)
peak_2869	Pitpnb (-43592), Ttc28 (+407412)
peak_2870	Mn1 (+48575), Cryba4 (+786501)
peak_2871	Mn1 (+221909), Cryba4 (+613167)
peak_2872	2900026A02Rik (-56185), Tmem211 (-32738)
peak_2873	Cmklr1 (+69826), Wscd2 (+90153)
peak_2874	Cmklr1 (+18723), Wscd2 (+141256)
peak_2875	Cmklr1 (-11540), 1700069L16Rik (+62783)
peak_2876	Svop (+39385), Dao (+48482)
peak_2877	Foxn4 (+62423), Acacb (+64849)
peak_2878	Hnf1a (+15762), Oasl1 (+32041)
peak_2879	Rab35 (-29814), Gcn1l1 (+36840)
peak_2880	Rab35 (-12334), Gcn1l1 (+54320)
peak_2881	Cit (+81514), Prkab1 (+97304)
peak_2882	Ccdc60 (-100896), Hspb8 (+32983)
peak_2883	Ccdc60 (-106770), Hspb8 (+27109)
peak_2884	Nos1 (-359728), Ksr2 (+68122)
peak_2885	Med13l (-216394), 2410131K14Rik (+99118)
peak_2886	Med13l (-27896), 2410131K14Rik (+287616)
peak_2887	Tbx3 (-268348), Med13l (+841931)
peak_2888	Tbx3 (-107056)
peak_2889	Lhx5 (-73634), Rbm19 (+241600)
peak_2890	Lhx5 (-37590), Rbm19 (+277644)
peak_2891	Atxn2 (-10730), Brap (+40316)
peak_2892	Fam109a (+30793), Cux2 (+170063)
peak_2893	Cux2 (+67561), Fam109a (+133295)
peak_2894	Anapc7 (-11752), Arpc3 (+18063)
peak_2895	Atp2a2 (-24906), Ift81 (+87387)
peak_2896	Rnf34 (+31798), Kdm2b (+107253)
peak_2897	Vps33a (-10018), Clip1 (+101562)
peak_2898	Vps37b (-18734), Abcb9 (+44794)
peak_2899	Vps37b (-30619), Abcb9 (+32909)
peak_2900	Pitpnm2 (-35279), Mphosph9 (+105391)
peak_2901	Ccdc92 (+44958), Dnah10 (+92381)
peak_2902	Tmem132b (-26542), Aacs (+30031)
peak_2903	Tmem132c (-152485)
peak_2904	Tmem132c (+36102), Slc15a4 (+339506)
peak_2905	Slc15a4 (+38471), Tmem132c (+337137)
peak_2906	Glt1d1 (+75393), Tmem132d (+725422)
peak_2907	Fzd10 (-100586), Tmem132d (-67181)
peak_2908	Tmem132d (-103633), Fzd10 (-64134)
peak_2909	A330070K13Rik (-665447), Wbscr17 (+258419)
peak_2910	Auts2 (-30763)
peak_2911	Auts2 (-649200)
peak_2912	NONE
peak_2913	Gatsl2 (-843003)
peak_2914	Gatsl2 (-630791)
peak_2915	Gatsl2 (-539659)
peak_2916	Gtf2i (-11326), Gtf2ird1 (+130606)
peak_2917	Gtf2i (-113217), Gtf2ird1 (+28715)
peak_2918	Col26a1 (+46746), Myl10 (+143197)
peak_2919	Muc3 (-40188), Muc3a (+22879)
peak_2920	Zan (+43737), Ephb4 (+83155)
peak_2921	Cyth3 (-13056), Fam220a (+60685)
peak_2922	Usp42 (+43350), Cyth3 (+66483)
peak_2923	Cyp3a16 (-11889), Cyp3a41b (+103118)
peak_2924	Cyp3a41a (-13580), Cyp3a44 (+72158)
peak_2925	Flt1 (+135991), Pan3 (+159859)
peak_2926	Slc46a3 (-35002), Mtus2 (-27503)
peak_2927	Slc7a1 (+96254), Mtus2 (+346330)
peak_2928	Ubl3 (-284715), Katnal1 (+91270)
peak_2929	Rxfp2 (-12791), B3glct (+327654)
peak_2930	Stard13 (-163665), Vmn2r18 (+233047)
peak_2931	Samd9l (+119274)
peak_2932	Vps50 (+86876), Calcr (+179400)
peak_2933	Calcr (+117561), Vps50 (+148715)
peak_2934	Col1a2 (-223268), Bet1 (-195253)
peak_2935	Dync1i1 (-200264), Pdk4 (-29218)
peak_2936	Slc25a13 (+48001), Dync1i1 (+443381)
peak_2937	Slc25a13 (+33482), Dync1i1 (+457900)
peak_2938	Slc25a13 (-272731), Sem1 (+88754)
peak_2939	Tac1 (-564614), Sdhaf3 (+34261)
peak_2940	Tac1 (-160269), Sdhaf3 (+438606)
peak_2941	Tac1 (-67043), Sdhaf3 (+531832)
peak_2942	Tac1 (+58825), Asns (+79167)
peak_2943	C1galt1 (-145022), Asns (-6949)
peak_2944	C1galt1 (+80126), Col28a1 (+267649)
peak_2945	C1galt1 (+84190), Col28a1 (+263585)
peak_2946	C1galt1 (+138727), Col28a1 (+209048)
peak_2947	Nxph1 (+197115)
peak_2948	NONE
peak_2949	NONE
peak_2950	NONE
peak_2951	Ndufa4 (+745712)
peak_2952	Ndufa4 (+227510)
peak_2953	Ndufa4 (+158262)
peak_2954	Phf14 (+44354), Thsd7a (+779140)
peak_2955	Phf14 (+353169), Thsd7a (+470325)
peak_2956	Thsd7a (+128794), Phf14 (+694700)
peak_2957	Tmem106b (-200627), Thsd7a (-119802)
peak_2958	Vwde (-347291), Tmem168 (+35844)
peak_2959	2610001J05Rik (-675052), Ppp1r3a (+208704)
peak_2960	2610001J05Rik (-783048), Ppp1r3a (+100708)
peak_2961	Mdfic (-202880), Foxp2 (+616432)
peak_2962	Mdfic (+533046), Tfec (+644734)
peak_2963	Tfec (+538470), Mdfic (+639310)
peak_2964	Tfec (+507328), Mdfic (+670452)
peak_2965	Tfec (+296402), Mdfic (+881378)
peak_2966	Cttnbp2 (-266063), Lsm8 (-67695)
peak_2967	Ankrd7 (+33776)
peak_2968	Ankrd7 (+122850)
peak_2969	Kcnd2 (-664096)
peak_2970	Kcnd2 (-504768)
peak_2971	Kcnd2 (-422049)
peak_2972	Kcnd2 (-200971)
peak_2973	Kcnd2 (+178604), Tspan12 (+458408)
peak_2974	Fam3c (-396338), Ptprz1 (-122998)
peak_2975	Fezf1 (-116706), Rnf133 (+285237)
peak_2976	Fezf1 (-262537), Rnf133 (+139406)
peak_2977	Rnf148 (-20158), Cadps2 (+163931)
peak_2978	Cadps2 (-22750), Tas2r118 (+108085)
peak_2979	Tas2r118 (-99410), Slc13a1 (+98622)
peak_2980	Slc13a1 (-323827), Iqub (+23148)
peak_2981	Hyal6 (-59880), Wasl (-8356)
peak_2982	Tmem229a (-120671), Gpr37 (+613761)
peak_2983	Tmem229a (-136865), Gpr37 (+597567)
peak_2984	Tmem229a (-155714), Gpr37 (+578718)
peak_2985	Pot1a (-179225)
peak_2986	Pot1a (-471266)
peak_2987	NONE
peak_2988	Grm8 (+580573)
peak_2989	Grm8 (-43617), Zfp800 (+83749)
peak_2990	Snd1 (+171848), Lrrc4 (+179551)
peak_2991	Lep (+23524), Rbm28 (+81262)
peak_2992	Ccdc136 (-8362), Opn1sw (-7810)
peak_2993	Mkln1 (-360588), Klf14 (-79069)
peak_2994	Mkln1 (-285202), Klf14 (-154455)
peak_2995	Mkln1 (-272778), Klf14 (-166879)
peak_2996	1700012A03Rik (+43105), Plxna4 (+494802)
peak_2997	Plxna4 (-192312), Chchd3 (+279756)
peak_2998	Bpgm (-43985), Akr1b7 (+19888)
peak_2999	Fam180a (-69852), Mtpn (+143895)
peak_3000	Fam180a (-119939), Mtpn (+93808)
peak_3001	Chrm2 (-610059), Mtpn (-238137)
peak_3002	Mtpn (-549490), Chrm2 (-298706)
peak_3003	Chrm2 (+108990), Ptn (+313146)
peak_3004	Akr1d1 (-65394), Creb3l2 (-22633)
peak_3005	Tmem178b (-183462), Mrps33 (-115801)
peak_3006	Ephb6 (-61889), Prss2 (+21806)
peak_3007	Tas2r139 (-91414), Sva (+11128)
peak_3008	Nobox (-316462), Tpk1 (+40262)
peak_3009	Tpk1 (-77950)
peak_3010	Tpk1 (-754244), Cntnap2 (-639539)
peak_3011	Tpk1 (-893086), Cntnap2 (-500697)
peak_3012	Cntnap2 (-328668)
peak_3013	Cntnap2 (+426028)
peak_3014	NONE
peak_3015	NONE
peak_3016	Cul1 (-877145)
peak_3017	Cul1 (-21915)
peak_3018	Krba1 (-167146), Zfp746 (-142127)
peak_3019	Gpnmb (-28043), Svs1 (+21711)
peak_3020	Npy (-288872), Stk31 (+138234)
peak_3021	Npy (-206809), Stk31 (+220297)
peak_3022	Dfna5 (-65200), Osbpl3 (+41153)
peak_3023	Dfna5 (-69291), Osbpl3 (+37062)
peak_3024	Jazf1 (-113561), Creb5 (-105078)
peak_3025	Chn2 (-53184), Cpvl (-7727)
peak_3026	Ppp1r17 (+166394), Pde1c (+178501)
peak_3027	Pde1c (+62647), Ppp1r17 (+282248)
peak_3028	Vmn1r9 (-18141), Vmn1r8 (+16841)
peak_3029	Vmn1r15 (+29354), Vmn1r16 (+36154)
peak_3030	Vmn1r16 (+19166), Vmn1r15 (+46342)
peak_3031	Vmn1r17 (-13469), Vmn1r18 (+15766)
peak_3032	Vmn1r26 (-164609), Vmn1r27 (+42206)
peak_3033	Vmn1r29 (-8992), Vmn1r28 (+33198)
peak_3034	Herc3 (-120986), Abcg2 (+116043)
peak_3035	Gprin3 (-833226), Snca (+569484)
peak_3036	Gprin3 (-981214), Snca (+421496)
peak_3037	Snca (+209297)
peak_3038	Grid2 (-546040)
peak_3039	Grid2 (-260921)
peak_3040	Grid2 (+329779)
peak_3041	Grid2 (+411636)
peak_3042	Vmn1r38 (+11004), Vmn1r37 (+34783)
peak_3043	Tacstd2 (-826309)
peak_3044	NONE
peak_3045	NONE
peak_3046	Rpia (+989023)
peak_3047	Rpia (+839754)
peak_3048	Rpia (+302550)
peak_3049	Rpia (+267824)
peak_3050	Tgoln1 (-118484), Tcf7l1 (+53468)
peak_3051	4931417E11Rik (+15318), Suclg1 (+205967)
peak_3052	Gm9008 (+970)
peak_3053	Lrrtm1 (-514124), Gm9008 (-230789)
peak_3054	Reg3b (-343793), Ctnna2 (-47518)
peak_3055	Reg3b (-215332), Ctnna2 (-175979)
peak_3056	Reg3g (-815531), Lrrtm4 (-734474)
peak_3057	Reg3g (-838444), Lrrtm4 (-711561)
peak_3058	Lrrtm4 (+360280)
peak_3059	Tacr1 (-301844), Eva1a (+59008)
peak_3060	Tacr1 (-189763), Eva1a (+171089)
peak_3061	Pole4 (+41657), Tacr1 (+208797)
peak_3062	Hk2 (-88459), Sema4f (+76856)
peak_3063	Hk2 (-139383), Sema4f (+25932)
peak_3064	Dysf (+31622), Cyp26b1 (+537627)
peak_3065	Exoc6b (-15017), Gm5878 (+41564)
peak_3066	Arhgap25 (+20060), Bmp10 (+84181)
peak_3067	Vmn1r41 (+21827), Vmn1r42 (+83035)
peak_3068	Vmn1r42 (+9676), Vmn1r41 (+95186)
peak_3069	Iqsec1 (-95429), Nup210 (+211277)
peak_3070	Fam19a1 (-312399), Suclg2 (-81955)
peak_3071	Fam19a1 (-271855), Suclg2 (-122499)
peak_3072	1700123L14Rik (-130855), Fam19a4 (+763315)
peak_3073	1700123L14Rik (-456744), Fam19a4 (+437426)
peak_3074	1700123L14Rik (-755766), Fam19a4 (+138404)
peak_3075	1700123L14Rik (-803291), Fam19a4 (+90879)
peak_3076	Prok2 (-245178), Rybp (+315954)
peak_3077	Prok2 (-436991), Rybp (+124141)
peak_3078	Ppp4r2 (-75354), Gxylt2 (+53534)
peak_3079	Ppp4r2 (+174187), Pdzrn3 (+370088)
peak_3080	Pdzrn3 (-383691), Cntn3 (+811513)
peak_3081	Pdzrn3 (-663548), Cntn3 (+531656)
peak_3082	Chl1 (-826255), Cntn3 (-111712)
peak_3083	Cntn6 (-910671), Chl1 (+71183)
peak_3084	Cntn6 (-773422), Chl1 (+208432)
peak_3085	Cntn4 (-215288), Cntn6 (+969535)
peak_3086	Cntn4 (-14755)
peak_3087	Il5ra (+351444), Cntn4 (+719848)
peak_3088	Lrrn1 (-426679), Crbn (-303015)
peak_3089	Lrrn1 (-389484), Crbn (-340210)
peak_3090	Setmar (-113658), Lrrn1 (+421619)
peak_3091	Setmar (-71460), Lrrn1 (+463817)
peak_3092	Setmar (-17209), Lrrn1 (+518068)
peak_3093	Bhlhe40 (-430974), Itpr1 (+16559)
peak_3094	Bhlhe40 (-387798), Itpr1 (+59735)
peak_3095	Edem1 (+125435)
peak_3096	Edem1 (+238534)
peak_3097	Lmcd1 (-852031), Grm7 (+776146)
peak_3098	Lmcd1 (-810619), Grm7 (+817558)
peak_3099	Lmcd1 (-93846)
peak_3100	Cav3 (+12908), Oxtr (+17530)
peak_3101	Oxtr (-45417), Rad18 (+161310)
peak_3102	Rad18 (-132817), Srgap3 (+117779)
peak_3103	Thumpd3 (-71966), Srgap3 (-26993)
peak_3104	Rpusd3 (+6486), Ttll3 (+20396)
peak_3105	Tatdn2 (-42571), Irak2 (+16526)
peak_3106	Tsen2 (-44696), Pparg (+77902)
peak_3107	Raf1 (-48545), Tmem40 (+33819)
peak_3108	Cand2 (+16525), Rpl32 (+17285)
peak_3109	Plxnd1 (-178691), Tmcc1 (+19790)
peak_3110	Alox5 (-19779), Olfr211 (-8134)
peak_3111	Cxcl12 (-284961), Tmem72 (-166703)
peak_3112	Cxcl12 (-242031), Tmem72 (-209633)
peak_3113	Tmem72 (-370174), Cxcl12 (-81490)
peak_3114	Zfp637 (-149566), Cxcl12 (+523138)
peak_3115	Zfp637 (-102048), Cxcl12 (+570656)
peak_3116	Hdhd5 (-113281), Cecr2 (-21821)
peak_3117	Bid (+12841), Bcl2l13 (+67774)
peak_3118	Klrg1 (+55056), Mug2 (+221065)
peak_3119	Clec4b1 (-7182), Clec4a4 (+52449)
peak_3120	Vmn2r19 (+51512), Vmn2r20 (+58216)
peak_3121	Vmn2r24 (-16298), Vmn2r23 (+59852)
peak_3122	Pex5 (-21938), Clstn3 (+27789)
peak_3123	Parp11 (-219708), Ccnd2 (-82955)
peak_3124	Tead4 (-12744), Tulp3 (+42294)
peak_3125	Gm156 (-81408), Klra17 (+19413)
peak_3126	Klra1 (-297239), Klra2 (+563249)
peak_3127	Klra1 (-368974), Klra2 (+491514)
peak_3128	Tas2r114 (-166901), Prb1 (+353557)
peak_3129	Tas2r140 (-28953), Smim10l1 (-20487)
peak_3130	Kap (+108210), 5530400C23Rik (+453336)
peak_3131	Kap (+38011), 5530400C23Rik (+523535)
peak_3132	Bcl2l14 (-27726), Etv6 (+332892)
peak_3133	Gsg1 (-40014), Pbp2 (+22426)
peak_3134	Pde6h (+23217), Rerg (+191992)
peak_3135	Eps8 (+27572), Ptpro (+369248)
peak_3136	Slc15a5 (+55510), Dera (+269848)
peak_3137	Pde3a (-414333), Gm11077 (+105652)
peak_3138	Pde3a (-379419), Gm11077 (+140566)
peak_3139	Pde3a (-38221), Gm11077 (+481764)
peak_3140	Slco1b2 (-45188), Slco1c1 (+59944)
peak_3141	Gm5724 (+19893), Slco1b2 (+124399)
peak_3142	Sult6b2 (-92727), St8sia1 (+67259)
peak_3143	Sox5 (+428037), Etnk1 (+614213)
peak_3144	Sox5 (-765444), Bcat1 (+73888)
peak_3145	Bcat1 (-56424), Lrmp (-16503)
peak_3146	Kras (-53597), Lmntd1 (+131089)
peak_3147	Rassf8 (-104497), Tuba3b (+26494)
peak_3148	Rassf8 (+9317), Bhlhe41 (+109493)
peak_3149	Tmtc1 (-324529), Ipo8 (+62549)
peak_3150	Fam60a (-75243), Dennd5b (+82902)
peak_3151	Bicd1 (-55267), 2810474O19Rik (+44289)
peak_3152	AU018091 (+59270)
peak_3153	Lilra6 (-102650), Lair1 (+45039)
peak_3154	Vmn1r62 (+29393), Vmn1r63 (+101425)
peak_3155	Vmn1r62 (+48120), Vmn1r63 (+82698)
peak_3156	Vmn1r63 (-48425), Vmn1r64 (+30720)
peak_3157	Vmn1r63 (-54189), Vmn1r64 (+24956)
peak_3158	Nlrp4c (+36312), Zfp787 (+74498)
peak_3159	Olfr1350 (+24907), Zim1 (+106702)
peak_3160	Aurkc (-81634), Usp29 (+183166)
peak_3161	Aurkc (-18057), Usp29 (+246743)
peak_3162	Zik1 (+24055), Vmn1r67 (+24550)
peak_3163	Zscan4-ps3 (-26180), Zscan4-ps2 (+68818)
peak_3164	Vmn1r72 (+34590), Zscan4-ps3 (+35419)
peak_3165	Vmn1r81 (-29233), Vmn1r82 (-14893)
peak_3166	Vmn2r54 (-37101), Vmn2r55 (+11756)
peak_3167	Lig1 (-44838), Vmn1r89 (+13136)
peak_3168	Lig1 (-8031), Vmn1r89 (+49943)
peak_3169	Sult2a2 (-26801), Sult2a5 (+82737)
peak_3170	Sult2a1 (-59993), Sult2a4 (+92186)
peak_3171	Sult2a4 (-67418), Sult2a3 (+66038)
peak_3172	Obox8 (-70499), Sult2a8 (+42530)
peak_3173	Obox3 (-103727), Obox5 (-18774)
peak_3174	Ceacam5 (-329536), Psg29 (+180225)
peak_3175	Ceacam5 (-18329), Psg29 (+491432)
peak_3176	Igfl3 (-68368), Ceacam12 (+42197)
peak_3177	Psg18 (+24649), Mill1 (+85013)
peak_3178	Psg28 (-21466), Psg26 (+30670)
peak_3179	Psg28 (-32595), Psg26 (+19541)
peak_3180	Psg27 (-28092), Psg23 (+21104)
peak_3181	Gm5728 (-24131), Vmn1r100 (-18401)
peak_3182	Vmn1r101 (-5795), Gm10670 (+26537)
peak_3183	Gm5726 (-17276), Gm4141 (+13208)
peak_3184	Vmn1r173 (-7714), Vmn1r172 (+36312)
peak_3185	Vmn1r174 (-7717), Vmn1r173 (+43852)
peak_3186	Zfp114 (-10575), Zfp235 (+30269)
peak_3187	Pou2f2 (+16708), Zfp574 (+38564)
peak_3188	Pou2f2 (+11282), Zfp574 (+43990)
peak_3189	9530053A07Rik (-44020), Fcgbp (+14210)
peak_3190	Fbl (-29644), 9530053A07Rik (+10600)
peak_3191	Map4k1 (+31475), Ryr1 (+110848)
peak_3192	Scgb2b26 (+40778), Scgb1b24 (+160463)
peak_3193	Scgb1b30 (-47433), Scgb1b27 (+26515)
peak_3194	Faap24 (+24085), Rhpn2 (+38581)
peak_3195	Tshz3 (+345465), Zfp536 (+726379)
peak_3196	Zfp536 (+183532), Tshz3 (+888312)
peak_3197	1600014C10Rik (+8461), Plekhf1 (+36338)
peak_3198	Zfp619 (+137702)
peak_3199	Zfp619 (+172201)
peak_3200	AI987944 (-35831), Vmn2r57 (+19550)
peak_3201	4933421I07Rik (-8070), Zfp141 (+49536)
peak_3202	Zfp715 (+34723), Zfp936 (+99175)
peak_3203	Slc6a21 (-14641), Slc6a16 (+27147)
peak_3204	Nr2f2 (+167259)
peak_3205	Rgma (-847324), Mctp2 (-221588)
peak_3206	Mctp2 (-701095), Rgma (-367817)
peak_3207	Mctp2 (-726394), Rgma (-342518)
peak_3208	Slco3a1 (-164852), Sv2b (+589796)
peak_3209	Slco3a1 (-190754), Sv2b (+563894)
peak_3210	Agbl1 (-232577), Klhl25 (+149000)
peak_3211	Agbl1 (+502741)
peak_3212	NONE
peak_3213	Ntrk3 (+162420)
peak_3214	Mfge8 (-78618), Abhd2 (-45521)
peak_3215	Arpin (-58978), Zfp710 (-30477)
peak_3216	Rps17 (+23738), Pde8a (+107920)
peak_3217	Tmc3 (-398249), Mex3b (+319349)
peak_3218	Vmn2r65 (+9479), Olfr290 (+41441)
peak_3219	Vmn2r65 (-17905), Vmn2r66 (+30106)
peak_3220	Vmn2r66 (-12093), Vmn2r67 (+131789)
peak_3221	Olfr297 (-16031), Olfr298 (-11459)
peak_3222	Tyr (+116945), Nox4 (+129918)
peak_3223	Tyr (+78272), Nox4 (+168591)
peak_3224	Ctsc (-277087), Grm5 (+398557)
peak_3225	Rab38 (+289179), Tmem135 (+619335)
peak_3226	Prss23 (-71023), Me3 (-44094)
peak_3227	Me3 (+126348), Ccdc81 (+144567)
peak_3228	Dlg2 (-367776), Tmem126b (-246929)
peak_3229	Ccdc90b (-813251), Dlg2 (+657192)
peak_3230	Ccdc90b (-489069), Dlg2 (+981374)
peak_3231	Fam181b (-162889), Prcp (+41724)
peak_3232	Fam181b (+76340)
peak_3233	Tenm4 (-802633)
peak_3234	Tenm4 (-12882)
peak_3235	Gab2 (+65694), Usp35 (+184740)
peak_3236	Usp35 (+104399), Gab2 (+146035)
peak_3237	Olfr564 (-8586), Olfr561 (+23673)
peak_3238	Olfr566 (+14020), Olfr564 (+39771)
peak_3239	Olfr635 (-11993), Olfr633 (+22746)
peak_3240	Trim30a (-12887), Trim30d (+29745)
peak_3241	Olfr661 (+34771), Usp17le (+56198)
peak_3242	Usp17le (-56377), Usp17lb (+8657)
peak_3243	Olfr686 (-56436), Olfr688 (-24729)
peak_3244	Olfr692 (-18081), Olfr691 (-7879)
peak_3245	Hpx (-18489), Trim3 (+14934)
peak_3246	Ilk (-15554), Dnhd1 (+70211)
peak_3247	Olfr711 (-9645), Olfr2 (+20960)
peak_3248	Olfr472 (-43698), Olfr470 (-6714)
peak_3249	Olfr478 (+20161), Olfr477 (+27135)
peak_3250	Olfr502 (+25207), Olfr498 (+34532)
peak_3251	Swap70 (-40452), Wee1 (+59213)
peak_3252	Rnf141 (+34622), Ampd3 (+37231)
peak_3253	Galnt18 (-131259), Usp47 (-112329)
peak_3254	Rras2 (+83847), Spon1 (+267936)
peak_3255	Insc (+181924)
peak_3256	Sox6 (+544849), Insc (+704471)
peak_3257	Sox6 (+176121)
peak_3258	Xylt1 (-364646), Nucb2 (+511964)
peak_3259	Xylt1 (+40253), Rps15a (+694956)
peak_3260	Coq7 (-42291), Tmc7 (+9144)
