# GREAT version 4.0.4	Species assembly: mm10	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
Anti-GFP.mLb.mkD.sorted_peak_8	Rp1 (-134105), Sox17 (+1994)
Anti-GFP.mLb.mkD.sorted_peak_16575	Ankrd28 (+6)
Anti-GFP.mLb.mkD.sorted_peak_16581	Galnt15 (-1334)
Anti-GFP.mLb.mkD.sorted_peak_16603	1700024G13Rik (-75337), Slc18a3 (+1140)
Anti-GFP.mLb.mkD.sorted_peak_16604	Ercc6 (+416)
Anti-GFP.mLb.mkD.sorted_peak_16607	Prrxl1 (-312)
Anti-GFP.mLb.mkD.sorted_peak_16612	Vstm4 (-21000), Fam170b (+1794)
Anti-GFP.mLb.mkD.sorted_peak_16614	Arhgap22 (-26698), Lrrc18 (+198743)
Anti-GFP.mLb.mkD.sorted_peak_16627	Mapk8 (+621)
Anti-GFP.mLb.mkD.sorted_peak_16628	Ptpn20 (+266)
Anti-GFP.mLb.mkD.sorted_peak_16629	Gdf10 (+253)
Anti-GFP.mLb.mkD.sorted_peak_16631	Rbp3 (+2026), Zfp488 (+22716)
Anti-GFP.mLb.mkD.sorted_peak_16633	Zfp488 (+100)
Anti-GFP.mLb.mkD.sorted_peak_16657	Bmpr1a (+537)
Anti-GFP.mLb.mkD.sorted_peak_16658	9230112D13Rik (-651)
Anti-GFP.mLb.mkD.sorted_peak_16666	Ldb3 (-2165)
Anti-GFP.mLb.mkD.sorted_peak_16692	Ccser2 (+489)
Anti-GFP.mLb.mkD.sorted_peak_16718	Tspan14 (-32835), Fam213a (+46632)
Anti-GFP.mLb.mkD.sorted_peak_16753	Ear10 (-2320), Gm8113 (+489)
Anti-GFP.mLb.mkD.sorted_peak_16755	Gm3327 (-7218), Ear2 (+13979)
Anti-GFP.mLb.mkD.sorted_peak_16759	Ptgdr (+713)
Anti-GFP.mLb.mkD.sorted_peak_16761	Gpr137c (-230666), Ptger2 (+1132)
Anti-GFP.mLb.mkD.sorted_peak_16763	Gpr137c (+163), Txndc16 (+172)
Anti-GFP.mLb.mkD.sorted_peak_16764	Ero1l (-335)
Anti-GFP.mLb.mkD.sorted_peak_16782	Fermt2 (+120)
Anti-GFP.mLb.mkD.sorted_peak_16789	Ddhd1 (+524)
Anti-GFP.mLb.mkD.sorted_peak_16835	Fbxo34 (+109)
Anti-GFP.mLb.mkD.sorted_peak_16885	Naa30 (+652)
Anti-GFP.mLb.mkD.sorted_peak_16901	Ccnb1ip1 (-21)
Anti-GFP.mLb.mkD.sorted_peak_16903	Parp2 (-2785)
Anti-GFP.mLb.mkD.sorted_peak_16909	Klhl33 (+289)
Anti-GFP.mLb.mkD.sorted_peak_16910	Klhl33 (-3595), A930018M24Rik (+606)
Anti-GFP.mLb.mkD.sorted_peak_16926	Rnase12 (-7499), Olfr750 (+9694)
Anti-GFP.mLb.mkD.sorted_peak_16929	Olfr750 (-15404), Ang (-6161)
Anti-GFP.mLb.mkD.sorted_peak_16949	Tmem253 (-29621), Arhgef40 (+2406)
Anti-GFP.mLb.mkD.sorted_peak_17006	Lrp10 (+415)
Anti-GFP.mLb.mkD.sorted_peak_17008	Rem2 (+2410), Prmt5 (+39015)
Anti-GFP.mLb.mkD.sorted_peak_17030	Cdh24 (-513)
Anti-GFP.mLb.mkD.sorted_peak_17036	Cebpe (-558)
Anti-GFP.mLb.mkD.sorted_peak_17039	Slc7a8 (+240)
Anti-GFP.mLb.mkD.sorted_peak_17044	Homez (-3570)
Anti-GFP.mLb.mkD.sorted_peak_17045	Ppp1r3e (+449)
Anti-GFP.mLb.mkD.sorted_peak_17050	Slc22a17 (+591)
Anti-GFP.mLb.mkD.sorted_peak_17053	Cmtm5 (-1285)
Anti-GFP.mLb.mkD.sorted_peak_17088	Dhrs4 (+262)
Anti-GFP.mLb.mkD.sorted_peak_17096	Cpne6 (+5914), Nrl (+7829)
Anti-GFP.mLb.mkD.sorted_peak_17102	Dcaf11 (-674), A730061H03Rik (+151)
Anti-GFP.mLb.mkD.sorted_peak_17103	Psme1 (+230)
Anti-GFP.mLb.mkD.sorted_peak_17113	Mdp1 (+296)
Anti-GFP.mLb.mkD.sorted_peak_17133	Adcy4 (+478)
Anti-GFP.mLb.mkD.sorted_peak_17165	Zmym5 (-232)
Anti-GFP.mLb.mkD.sorted_peak_17169	Zmym2 (-943)
Anti-GFP.mLb.mkD.sorted_peak_17175	Gjb6 (-267)
Anti-GFP.mLb.mkD.sorted_peak_17180	Ift88 (+565)
Anti-GFP.mLb.mkD.sorted_peak_17197	Xpo4 (-67616), Lats2 (+13077)
Anti-GFP.mLb.mkD.sorted_peak_17198	Lats2 (+166)
Anti-GFP.mLb.mkD.sorted_peak_17207	Zdhhc20 (-5172), Micu2 (+103814)
Anti-GFP.mLb.mkD.sorted_peak_17213	Fgf9 (+1304)
Anti-GFP.mLb.mkD.sorted_peak_17220	Rcbtb1 (+29)
Anti-GFP.mLb.mkD.sorted_peak_17232	Atp8a2 (+296)
Anti-GFP.mLb.mkD.sorted_peak_17237	Amer2 (-111260), Mtmr6 (+1204)
Anti-GFP.mLb.mkD.sorted_peak_17245	Spata13 (-5165), Amer2 (+251872)
Anti-GFP.mLb.mkD.sorted_peak_17266	Sacs (+5412), Sgcg (+114621)
Anti-GFP.mLb.mkD.sorted_peak_17269	Arl11 (+656)
Anti-GFP.mLb.mkD.sorted_peak_17274	Ebpl (+691)
Anti-GFP.mLb.mkD.sorted_peak_17277	Spryd7 (+183)
Anti-GFP.mLb.mkD.sorted_peak_17304	Wdfy2 (+394)
Anti-GFP.mLb.mkD.sorted_peak_17315	Gata4 (+828)
Anti-GFP.mLb.mkD.sorted_peak_17329	Mtmr9 (+458)
Anti-GFP.mLb.mkD.sorted_peak_17331	Xkr6 (+593)
Anti-GFP.mLb.mkD.sorted_peak_17339	Pinx1 (+182)
Anti-GFP.mLb.mkD.sorted_peak_17349	Msra (+15429), Prss52 (+336188)
Anti-GFP.mLb.mkD.sorted_peak_17362	Ints9 (-377), Hmbox1 (+203)
Anti-GFP.mLb.mkD.sorted_peak_17367	Extl3 (+706)
Anti-GFP.mLb.mkD.sorted_peak_17372	Fbxo16 (-3520), Fzd3 (-635)
Anti-GFP.mLb.mkD.sorted_peak_17378	Zfp395 (-404)
Anti-GFP.mLb.mkD.sorted_peak_17411	Adra1a (+1523), Dpysl2 (+231824)
Anti-GFP.mLb.mkD.sorted_peak_17423	Ebf2 (+187)
Anti-GFP.mLb.mkD.sorted_peak_17440	Dock5 (+708)
Anti-GFP.mLb.mkD.sorted_peak_17453	Nefm (+620)
Anti-GFP.mLb.mkD.sorted_peak_17460	Stc1 (+524)
Anti-GFP.mLb.mkD.sorted_peak_17465	Nkx3-1 (-15560), Nkx2-6 (+3276)
Anti-GFP.mLb.mkD.sorted_peak_17479	Rhobtb2 (+514)
Anti-GFP.mLb.mkD.sorted_peak_17493	Bin3 (+203)
Anti-GFP.mLb.mkD.sorted_peak_17495	Ccar2 (+1085), Bin3 (+52581)
Anti-GFP.mLb.mkD.sorted_peak_17501	Pdlim2 (-219)
Anti-GFP.mLb.mkD.sorted_peak_17502	Pdlim2 (-4103)
Anti-GFP.mLb.mkD.sorted_peak_17506	Ppp3cc (+763)
Anti-GFP.mLb.mkD.sorted_peak_17519	Phyhip (+499)
Anti-GFP.mLb.mkD.sorted_peak_17533	Fam160b2 (+395)
Anti-GFP.mLb.mkD.sorted_peak_17535	Fam160b2 (-5594), Dmtn (+21636)
Anti-GFP.mLb.mkD.sorted_peak_17542	Xpo7 (+365)
Anti-GFP.mLb.mkD.sorted_peak_17546	Gfra2 (+893)
Anti-GFP.mLb.mkD.sorted_peak_17555	Fndc3a (+455)
Anti-GFP.mLb.mkD.sorted_peak_17563	Rcbtb2 (+646)
Anti-GFP.mLb.mkD.sorted_peak_17569	Rb1 (+250)
Anti-GFP.mLb.mkD.sorted_peak_17575	Nudt15 (-4126), Sucla2 (-297)
Anti-GFP.mLb.mkD.sorted_peak_17591	Lrch1 (+1327), Esd (+214166)
Anti-GFP.mLb.mkD.sorted_peak_17592	Rubcnl (+488)
Anti-GFP.mLb.mkD.sorted_peak_17610	Tpt1 (+762)
Anti-GFP.mLb.mkD.sorted_peak_17643	Tsc22d1 (+342)
Anti-GFP.mLb.mkD.sorted_peak_17720	Vwa8 (+332)
Anti-GFP.mLb.mkD.sorted_peak_17740	Elf1 (-4480)
Anti-GFP.mLb.mkD.sorted_peak_17749	Cnmd (+766)
Anti-GFP.mLb.mkD.sorted_peak_17750	Pcdh8 (+485)
Anti-GFP.mLb.mkD.sorted_peak_17775	Pcdh17 (+1442)
Anti-GFP.mLb.mkD.sorted_peak_17785	Tdrd3 (+307)
Anti-GFP.mLb.mkD.sorted_peak_17792	Pcdh20 (+1270)
Anti-GFP.mLb.mkD.sorted_peak_17821	Klhl1 (+806)
Anti-GFP.mLb.mkD.sorted_peak_17823	Dach1 (+724)
Anti-GFP.mLb.mkD.sorted_peak_17829	Dis3 (-74), Pibf1 (+411)
Anti-GFP.mLb.mkD.sorted_peak_17878	Uchl3 (+826)
Anti-GFP.mLb.mkD.sorted_peak_17888	Kctd12 (+410)
Anti-GFP.mLb.mkD.sorted_peak_17905	Slain1 (+729)
Anti-GFP.mLb.mkD.sorted_peak_17910	Ednrb (-366)
Anti-GFP.mLb.mkD.sorted_peak_17922	Ndfip2 (+567)
Anti-GFP.mLb.mkD.sorted_peak_17947	Slitrk1 (+2802)
Anti-GFP.mLb.mkD.sorted_peak_17983	Dct (+757)
Anti-GFP.mLb.mkD.sorted_peak_17985	Dct (-5275), Tgds (+75244)
Anti-GFP.mLb.mkD.sorted_peak_17989	Tgds (-4278), Gpr180 (-84)
Anti-GFP.mLb.mkD.sorted_peak_18025	Cldn10 (-46)
Anti-GFP.mLb.mkD.sorted_peak_18028	Dnajc3 (+299)
Anti-GFP.mLb.mkD.sorted_peak_18034	Uggt2 (+202)
Anti-GFP.mLb.mkD.sorted_peak_18052	Rap2a (-296)
Anti-GFP.mLb.mkD.sorted_peak_18084	Stk24 (+812)
Anti-GFP.mLb.mkD.sorted_peak_18098	Dock9 (-99080), Ubac2 (-81109)
Anti-GFP.mLb.mkD.sorted_peak_18103	Ubac2 (+623)
Anti-GFP.mLb.mkD.sorted_peak_18109	Clybl (-5197), Tm9sf2 (+69459)
Anti-GFP.mLb.mkD.sorted_peak_18140	Ggact (+114)
Anti-GFP.mLb.mkD.sorted_peak_18141	Tmtc4 (+210)
Anti-GFP.mLb.mkD.sorted_peak_18158	Fgf14 (+484413), Itgbl1 (+532743)
Anti-GFP.mLb.mkD.sorted_peak_18163	Fgf14 (+1591)
Anti-GFP.mLb.mkD.sorted_peak_18175	Fbxo4 (+246)
Anti-GFP.mLb.mkD.sorted_peak_18178	Oxct1 (-177)
Anti-GFP.mLb.mkD.sorted_peak_18182	Plcxd3 (+59)
Anti-GFP.mLb.mkD.sorted_peak_18196	Ttc33 (+746)
Anti-GFP.mLb.mkD.sorted_peak_18199	Ptger4 (+1075), Ttc33 (+57552)
Anti-GFP.mLb.mkD.sorted_peak_18214	Dab2 (+44)
Anti-GFP.mLb.mkD.sorted_peak_18223	Rictor (+250)
Anti-GFP.mLb.mkD.sorted_peak_18249	Osmr (-266920), Lifr (-12464)
Anti-GFP.mLb.mkD.sorted_peak_18262	Gdnf (+1668), Wdr70 (+286530)
Anti-GFP.mLb.mkD.sorted_peak_18271	2410089E03Rik (+161)
Anti-GFP.mLb.mkD.sorted_peak_18299	Nadk2 (+307)
Anti-GFP.mLb.mkD.sorted_peak_18311	Capsl (+2)
Anti-GFP.mLb.mkD.sorted_peak_18333	Rai14 (-466)
Anti-GFP.mLb.mkD.sorted_peak_18344	C1qtnf3 (-228)
Anti-GFP.mLb.mkD.sorted_peak_18346	Amacr (-163)
Anti-GFP.mLb.mkD.sorted_peak_18348	Rxfp3 (+1147), Slc45a2 (+36123)
Anti-GFP.mLb.mkD.sorted_peak_18373	Zfr (-34)
Anti-GFP.mLb.mkD.sorted_peak_18376	Golph3 (-115289), Mtmr12 (+1179)
Anti-GFP.mLb.mkD.sorted_peak_18381	Golph3 (+492)
Anti-GFP.mLb.mkD.sorted_peak_18465	Cdh18 (+84)
Anti-GFP.mLb.mkD.sorted_peak_18486	9230109A22Rik (-262261), Basp1 (+2344)
Anti-GFP.mLb.mkD.sorted_peak_18490	Retreg1 (-218756), Myo10 (+1983)
Anti-GFP.mLb.mkD.sorted_peak_18532	Fbxl7 (-385)
Anti-GFP.mLb.mkD.sorted_peak_18537	Ank (-1019)
Anti-GFP.mLb.mkD.sorted_peak_18548	Otulin (+1236), Ank (+162780)
Anti-GFP.mLb.mkD.sorted_peak_18625	March6 (-32825), Cmbl (-5043)
Anti-GFP.mLb.mkD.sorted_peak_18626	Cmbl (-178)
Anti-GFP.mLb.mkD.sorted_peak_18631	Sema5a (+765)
Anti-GFP.mLb.mkD.sorted_peak_18667	Erich5 (+381)
Anti-GFP.mLb.mkD.sorted_peak_18685	Vps13b (-73543), Osr2 (+1905)
Anti-GFP.mLb.mkD.sorted_peak_18699	Fbxo43 (-170)
Anti-GFP.mLb.mkD.sorted_peak_18707	Rnf19a (+554)
Anti-GFP.mLb.mkD.sorted_peak_18726	Snx31 (+91)
Anti-GFP.mLb.mkD.sorted_peak_18794	4930447A16Rik (-2170)
Anti-GFP.mLb.mkD.sorted_peak_18796	Ncald (+53532), 4930447A16Rik (+313347)
Anti-GFP.mLb.mkD.sorted_peak_18801	Rrm2b (+30)
Anti-GFP.mLb.mkD.sorted_peak_18842	Fzd6 (-67849), Baalc (+5342)
Anti-GFP.mLb.mkD.sorted_peak_18849	Dcaf13 (-813), Slc25a32 (+664)
Anti-GFP.mLb.mkD.sorted_peak_18851	Rims2 (-806)
Anti-GFP.mLb.mkD.sorted_peak_18858	Dcstamp (-86068), Rims2 (+461501)
Anti-GFP.mLb.mkD.sorted_peak_18862	Dcstamp (+833)
Anti-GFP.mLb.mkD.sorted_peak_18874	Lrp12 (+210)
Anti-GFP.mLb.mkD.sorted_peak_18900	Oxr1 (+1130), Abra (+421108)
Anti-GFP.mLb.mkD.sorted_peak_18905	Abra (+225)
Anti-GFP.mLb.mkD.sorted_peak_18913	Abra (-806218), Angpt1 (+1039)
Anti-GFP.mLb.mkD.sorted_peak_18930	Pkhd1l1 (+532)
Anti-GFP.mLb.mkD.sorted_peak_18932	Ebag9 (+542)
Anti-GFP.mLb.mkD.sorted_peak_18934	Sybu (+39597), Ebag9 (+128825)
Anti-GFP.mLb.mkD.sorted_peak_18940	Kcnv1 (+333)
Anti-GFP.mLb.mkD.sorted_peak_18998	Med30 (+503)
Anti-GFP.mLb.mkD.sorted_peak_19025	Dscc1 (-14)
Anti-GFP.mLb.mkD.sorted_peak_19029	Gm9920 (-51)
Anti-GFP.mLb.mkD.sorted_peak_19038	Col14a1 (+579)
Anti-GFP.mLb.mkD.sorted_peak_19046	Sntb1 (-786566), Has2 (+1024)
Anti-GFP.mLb.mkD.sorted_peak_19071	Fam83a (+230)
Anti-GFP.mLb.mkD.sorted_peak_19074	9130401M01Rik (+78)
Anti-GFP.mLb.mkD.sorted_peak_19089	Tmem65 (+622)
Anti-GFP.mLb.mkD.sorted_peak_19091	Rnf139 (-1117)
Anti-GFP.mLb.mkD.sorted_peak_19114	Washc5 (-184), Nsmce2 (+153)
Anti-GFP.mLb.mkD.sorted_peak_19123	Trib1 (+73)
Anti-GFP.mLb.mkD.sorted_peak_19161	Gsdmc4 (-85200), Fam49b (+62951)
Anti-GFP.mLb.mkD.sorted_peak_19166	Fam49b (+112)
Anti-GFP.mLb.mkD.sorted_peak_19172	Fam49b (-252497), Asap1 (+69974)
Anti-GFP.mLb.mkD.sorted_peak_19173	Asap1 (+586)
Anti-GFP.mLb.mkD.sorted_peak_19176	Adcy8 (+613)
Anti-GFP.mLb.mkD.sorted_peak_19184	Efr3a (+816)
Anti-GFP.mLb.mkD.sorted_peak_19189	Kcnq3 (-364)
Anti-GFP.mLb.mkD.sorted_peak_19202	St3gal1 (-62398)
Anti-GFP.mLb.mkD.sorted_peak_19221	Fam135b (-300)
Anti-GFP.mLb.mkD.sorted_peak_19224	Kcnk9 (-1229)
Anti-GFP.mLb.mkD.sorted_peak_19239	Dennd3 (-83605), Ptk2 (-5764)
Anti-GFP.mLb.mkD.sorted_peak_19292	Lypd2 (+751)
Anti-GFP.mLb.mkD.sorted_peak_19295	Ly6k (+199)
Anti-GFP.mLb.mkD.sorted_peak_19308	Zfp41 (-520)
Anti-GFP.mLb.mkD.sorted_peak_19316	Rhpn1 (+5771), Mafa (+37871)
Anti-GFP.mLb.mkD.sorted_peak_19330	Gsdmd (-263)
Anti-GFP.mLb.mkD.sorted_peak_19336	Tigd5 (-402), Eef1d (+7)
Anti-GFP.mLb.mkD.sorted_peak_19341	Zfp623 (+631)
Anti-GFP.mLb.mkD.sorted_peak_19391	Hgh1 (-11917), Maf1 (+5687)
Anti-GFP.mLb.mkD.sorted_peak_19395	Mroh1 (-347)
Anti-GFP.mLb.mkD.sorted_peak_19400	Dgat1 (-54)
Anti-GFP.mLb.mkD.sorted_peak_19415	Slc39a4 (-8386), Tonsl (+14720)
Anti-GFP.mLb.mkD.sorted_peak_19435	Arhgap39 (+461)
Anti-GFP.mLb.mkD.sorted_peak_19455	Apol6 (+463)
Anti-GFP.mLb.mkD.sorted_peak_19486	Apol11a (-3538)
Anti-GFP.mLb.mkD.sorted_peak_19496	Myh9 (-3923)
Anti-GFP.mLb.mkD.sorted_peak_19515	Pvalb (-233)
Anti-GFP.mLb.mkD.sorted_peak_19529	C1qtnf6 (-1413)
Anti-GFP.mLb.mkD.sorted_peak_19530	C1qtnf6 (-9824), Sstr3 (+4896)
Anti-GFP.mLb.mkD.sorted_peak_19546	Card10 (-1424)
Anti-GFP.mLb.mkD.sorted_peak_19559	Gga1 (-1041)
Anti-GFP.mLb.mkD.sorted_peak_19564	Lgals1 (-12604), Sh3bp1 (+14353)
Anti-GFP.mLb.mkD.sorted_peak_19573	H1f0 (-45345), Triobp (+35143)
Anti-GFP.mLb.mkD.sorted_peak_19580	Gcat (-2503), H1f0 (+159)
Anti-GFP.mLb.mkD.sorted_peak_19584	Ankrd54 (+366)
Anti-GFP.mLb.mkD.sorted_peak_19590	Micall1 (+119)
Anti-GFP.mLb.mkD.sorted_peak_19610	Slc16a8 (+1234), Pick1 (+24354)
Anti-GFP.mLb.mkD.sorted_peak_19641	Csnk1e (-57387), Kcnj4 (+5855)
Anti-GFP.mLb.mkD.sorted_peak_19644	Kcnj4 (-6066), Kdelr3 (-5101)
Anti-GFP.mLb.mkD.sorted_peak_19721	Mgat3 (-1197)
Anti-GFP.mLb.mkD.sorted_peak_19740	Grap2 (-50884), Enthd1 (-12151)
Anti-GFP.mLb.mkD.sorted_peak_19747	Tnrc6b (-5101), Fam83f (+34371)
Anti-GFP.mLb.mkD.sorted_peak_19749	Tnrc6b (+383)
Anti-GFP.mLb.mkD.sorted_peak_19755	Sgsm3 (+942)
Anti-GFP.mLb.mkD.sorted_peak_19760	Mkl1 (-85772), Mchr1 (-44644)
Anti-GFP.mLb.mkD.sorted_peak_19764	Mchr1 (+36)
Anti-GFP.mLb.mkD.sorted_peak_19788	Chadl (+2434), L3mbtl2 (+30919)
Anti-GFP.mLb.mkD.sorted_peak_19801	Tef (+140)
Anti-GFP.mLb.mkD.sorted_peak_19808	Phf5a (-402), Aco2 (+4)
Anti-GFP.mLb.mkD.sorted_peak_19820	Mei1 (-12199), 4930407I10Rik (+11114)
Anti-GFP.mLb.mkD.sorted_peak_19823	Ccdc134 (+190)
Anti-GFP.mLb.mkD.sorted_peak_19842	Wbp2nl (+79)
Anti-GFP.mLb.mkD.sorted_peak_19854	Tcf20 (-5340), Nfam1 (+115832)
Anti-GFP.mLb.mkD.sorted_peak_19869	Tcf20 (-113404), Nfam1 (+7768)
Anti-GFP.mLb.mkD.sorted_peak_19871	Nfam1 (-1476)
Anti-GFP.mLb.mkD.sorted_peak_19907	Arfgap3 (+230)
Anti-GFP.mLb.mkD.sorted_peak_19913	Pacsin2 (-13956), Ttll1 (+64087)
Anti-GFP.mLb.mkD.sorted_peak_19922	Pacsin2 (-71406), Ttll1 (+6637)
Anti-GFP.mLb.mkD.sorted_peak_19924	Bik (-8437), Ttll1 (-7532)
Anti-GFP.mLb.mkD.sorted_peak_19944	Scube1 (-54520), Mpped1 (-5288)
Anti-GFP.mLb.mkD.sorted_peak_19968	Parvb (-5619), Samm50 (+34191)
Anti-GFP.mLb.mkD.sorted_peak_19988	Arhgap8 (-37979), Prr5 (+1071)
Anti-GFP.mLb.mkD.sorted_peak_20005	Fam118a (-996)
Anti-GFP.mLb.mkD.sorted_peak_20007	Smc1b (-164), Ribc2 (+22)
Anti-GFP.mLb.mkD.sorted_peak_20014	Atxn10 (-374)
Anti-GFP.mLb.mkD.sorted_peak_20016	7530416G11Rik (-4759)
Anti-GFP.mLb.mkD.sorted_peak_20058	Celsr1 (+1348), Trmu (+153109)
Anti-GFP.mLb.mkD.sorted_peak_20059	Gramd4 (+903)
Anti-GFP.mLb.mkD.sorted_peak_20070	Cerk (+996)
Anti-GFP.mLb.mkD.sorted_peak_20094	Alg12 (-774), Creld2 (+446)
Anti-GFP.mLb.mkD.sorted_peak_20108	Ttll8 (-3827)
Anti-GFP.mLb.mkD.sorted_peak_20109	Mlc1 (-3806), Mov10l1 (-181)
Anti-GFP.mLb.mkD.sorted_peak_20114	Trabd (+428)
Anti-GFP.mLb.mkD.sorted_peak_20115	Selenoo (+31)
Anti-GFP.mLb.mkD.sorted_peak_20130	Dennd6b (-1)
Anti-GFP.mLb.mkD.sorted_peak_20131	Ppp6r2 (-41867), Dennd6b (-14694)
Anti-GFP.mLb.mkD.sorted_peak_20134	Miox (+2044), Lmf2 (+19217)
Anti-GFP.mLb.mkD.sorted_peak_20138	Sco2 (-4618), Tymp (-1397), Odf3b (+818)
Anti-GFP.mLb.mkD.sorted_peak_20139	Klhdc7b (+101)
Anti-GFP.mLb.mkD.sorted_peak_20143	Cpt1b (-2884), C730034F03Rik (-842)
Anti-GFP.mLb.mkD.sorted_peak_20168	Alg10b (+44)
Anti-GFP.mLb.mkD.sorted_peak_20175	Abcd2 (+113)
Anti-GFP.mLb.mkD.sorted_peak_20178	Slc2a13 (+689)
Anti-GFP.mLb.mkD.sorted_peak_20179	Lrrk2 (+159)
Anti-GFP.mLb.mkD.sorted_peak_20185	Cntn1 (+331)
Anti-GFP.mLb.mkD.sorted_peak_20189	Pdzrn4 (+200450), Gxylt1 (+677786)
Anti-GFP.mLb.mkD.sorted_peak_20225	Tmem117 (-203)
Anti-GFP.mLb.mkD.sorted_peak_20239	Ano6 (-55), A130051J06Rik (+854)
Anti-GFP.mLb.mkD.sorted_peak_20297	Gm8888 (-255527), Slc38a4 (+33288)
Anti-GFP.mLb.mkD.sorted_peak_20299	Gm8888 (-285453), Slc38a4 (+3362)
Anti-GFP.mLb.mkD.sorted_peak_20300	Slc38a4 (-4045)
Anti-GFP.mLb.mkD.sorted_peak_20304	Pced1b (+22), Amigo2 (+158)
Anti-GFP.mLb.mkD.sorted_peak_20339	Slc48a1 (+24634), Hdac7 (+35313)
Anti-GFP.mLb.mkD.sorted_peak_20341	Hdac7 (+14674), Slc48a1 (+45273)
Anti-GFP.mLb.mkD.sorted_peak_20344	Hdac7 (-5358), Vdr (+58650)
Anti-GFP.mLb.mkD.sorted_peak_20355	Col2a1 (+2768), Tmem106c (+37698)
Anti-GFP.mLb.mkD.sorted_peak_20366	Asb8 (+20223), Pfkm (+36931)
Anti-GFP.mLb.mkD.sorted_peak_20369	Asb8 (-2980), Ccdc184 (+799)
Anti-GFP.mLb.mkD.sorted_peak_20371	H1fnt (+363)
Anti-GFP.mLb.mkD.sorted_peak_20375	Olfr279 (+5651), Kansl2 (+36168)
Anti-GFP.mLb.mkD.sorted_peak_20397	Ccdc65 (+201)
Anti-GFP.mLb.mkD.sorted_peak_20402	Arf3 (+284)
Anti-GFP.mLb.mkD.sorted_peak_20404	Wnt10b (-217)
Anti-GFP.mLb.mkD.sorted_peak_20405	Wnt1 (+1948), Ddn (+16120)
Anti-GFP.mLb.mkD.sorted_peak_20421	Rhebl1 (-14634), Dhh (+2502)
Anti-GFP.mLb.mkD.sorted_peak_20449	Troap (-232)
Anti-GFP.mLb.mkD.sorted_peak_20452	Dnajc22 (-4064)
Anti-GFP.mLb.mkD.sorted_peak_20492	Fmnl3 (+1096), Prpf40b (+74115)
Anti-GFP.mLb.mkD.sorted_peak_20516	Aqp6 (+549)
Anti-GFP.mLb.mkD.sorted_peak_20530	Gpd1 (-917)
Anti-GFP.mLb.mkD.sorted_peak_20544	Fam186a (+370)
Anti-GFP.mLb.mkD.sorted_peak_20547	Atf1 (-188033), Dip2b (+1122)
Anti-GFP.mLb.mkD.sorted_peak_20575	Letmd1 (+2862), Csrnp2 (+23343)
Anti-GFP.mLb.mkD.sorted_peak_20604	Bin2 (-16507), Cela1 (+1860)
Anti-GFP.mLb.mkD.sorted_peak_20608	Galnt6 (-91)
Anti-GFP.mLb.mkD.sorted_peak_20616	Slc4a8 (+478)
Anti-GFP.mLb.mkD.sorted_peak_20618	Scn8a (-102737), Slc4a8 (+6199)
Anti-GFP.mLb.mkD.sorted_peak_20630	Scn8a (+863)
Anti-GFP.mLb.mkD.sorted_peak_20635	Scn8a (+65453), Fignl2 (+142431)
Anti-GFP.mLb.mkD.sorted_peak_20642	Fignl2 (+28111), Scn8a (+179773)
Anti-GFP.mLb.mkD.sorted_peak_20652	Acvrl1 (-9352), Ankrd33 (+3415)
Anti-GFP.mLb.mkD.sorted_peak_20653	Acvrl1 (-496)
Anti-GFP.mLb.mkD.sorted_peak_20683	Krt80 (-137)
Anti-GFP.mLb.mkD.sorted_peak_20684	Krt7 (+1198), Krt87 (+25204)
Anti-GFP.mLb.mkD.sorted_peak_20685	Krt87 (-352)
Anti-GFP.mLb.mkD.sorted_peak_20686	Krt81 (+166)
Anti-GFP.mLb.mkD.sorted_peak_20689	Krt75 (+133)
Anti-GFP.mLb.mkD.sorted_peak_20692	Krt72 (+159)
Anti-GFP.mLb.mkD.sorted_peak_20693	Krt2 (+520)
Anti-GFP.mLb.mkD.sorted_peak_20698	Krt4 (+108)
Anti-GFP.mLb.mkD.sorted_peak_20699	Krt4 (-5124), Krt79 (+10465)
Anti-GFP.mLb.mkD.sorted_peak_20700	Krt79 (+468)
Anti-GFP.mLb.mkD.sorted_peak_20749	Aaas (-12024), Sp7 (+3542)
Anti-GFP.mLb.mkD.sorted_peak_20762	Amhr2 (+203)
Anti-GFP.mLb.mkD.sorted_peak_20770	Map3k12 (+6525), Gm10337 (+6589)
Anti-GFP.mLb.mkD.sorted_peak_20771	Map3k12 (-989), Tarbp2 (-634)
Anti-GFP.mLb.mkD.sorted_peak_20785	Hoxc12 (-1519)
Anti-GFP.mLb.mkD.sorted_peak_20787	Hoxc10 (-10640), Hoxc11 (+1729)
Anti-GFP.mLb.mkD.sorted_peak_20790	Hoxc10 (+105)
Anti-GFP.mLb.mkD.sorted_peak_20791	Hoxc9 (-4498)
Anti-GFP.mLb.mkD.sorted_peak_20792	Hoxc9 (-603)
Anti-GFP.mLb.mkD.sorted_peak_20794	Hoxc8 (-8513), Hoxc9 (+5062)
Anti-GFP.mLb.mkD.sorted_peak_20795	Hoxc8 (+935)
Anti-GFP.mLb.mkD.sorted_peak_20801	Hoxc5 (-499)
Anti-GFP.mLb.mkD.sorted_peak_20804	Hoxc4 (+631)
Anti-GFP.mLb.mkD.sorted_peak_20816	Smug1 (-11684), Cbx5 (+70130)
