# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
1110004E09Rik	peak_1985 (+30812)
Tram1l1	peak_3038 (-280750)
Trappc2	peak_5044 (-23907)
Treh	peak_4680 (+24104)
Trem1	peak_2135 (-10454)
Trhde	peak_651 (+265649), peak_650 (+269098)
Trhr	peak_1701 (-109092)
Trib1	peak_1730 (-13488)
Trib2	peak_953 (+393376), peak_952 (+438533), peak_951 (+790798)
Trim11	peak_804 (+60565)
Trim3	peak_4280 (+14934)
Trim30a	peak_4275 (-12887)
Trim32	peak_3264 (+218321), peak_3265 (+385715)
Trim42	peak_4771 (+38924)
Trim52	peak_1590 (+11508)
Trim62	peak_3431 (+25721)
Triml1	peak_4411 (+135353)
Trio	peak_1665 (+164994)
Triobp	peak_1761 (+9753)
Triqk	peak_3128 (-193530), peak_3129 (+53015), peak_3130 (+218322)
Trmt61a	peak_1140 (+14979)
Trmu	peak_1779 (+21702)
Trove2	peak_329 (+6219)
Trp53bp2	peak_395 (+52741)
Trp63	peak_1841 (-118066)
Trpa1	peak_38 (-164990)
Trpc4	peak_2909 (-27048)
Trpc6	peak_4615 (-166505)
Trpc7	peak_1280 (-476948), peak_1279 (-312449), peak_1278 (-88157), peak_1277 (+7819)
Trpd52l3	peak_2418 (-6850)
Trpm8	peak_209 (+21801)
Trps1	peak_1717 (-148109), peak_1716 (+71928), peak_1715 (+405789), peak_1714 (+444790), peak_1713 (+919543)
Trrap	peak_3865 (+77707)
Trub1	peak_2491 (-34946)
Tsc2	peak_2069 (+11762)
Tsc22d2	peak_2917 (-228153), peak_2918 (-136471)
Tsen15	peak_343 (+144544)
Tsen2	peak_4086 (-44696)
Tshz3	peak_4203 (+72656), peak_4204 (+345465)
Tspan15	peak_532 (+13051)
Tspan17	peak_1274 (+35235)
Tspan5	peak_3067 (+117579), peak_3068 (+155084)
Tspan7	peak_4830 (+39886)
Tspan9	peak_4109 (+37943)
Tspyl5	peak_1675 (-179986), peak_1674 (+74937)
Ttc12	peak_4692 (-16967)
Ttc14	peak_2871 (-200471)
Ttc17	peak_2667 (+102287)
Ttc21b	peak_2618 (-49859)
Ttc23	peak_4222 (+45378)
Ttc30a1	peak_2636 (-47794)
Ttc39b	peak_3320 (+112713)
Ttc8	peak_1101 (+8967)
Ttll1	peak_1772 (+20637)
Ttll6	peak_867 (+19070)
Ttll7	peak_3081 (+72491), peak_3082 (+453756)
Ttll8	peak_1780 (+39807)
Ttyh3	peak_3860 (-13681)
Tuba3b	peak_4138 (+26494)
Tubb2b	peak_1221 (-9843)
Tubb6	peak_2324 (+11046), peak_2325 (+19274)
Tulp4	peak_2021 (-16319)
Tusc1	peak_3355 (-368001), peak_3354 (-358038), peak_3353 (+349602), peak_3352 (+524443)
Twistnb	peak_974 (+21029)
Twsg1	peak_2174 (-56887)
Txlng	peak_5035 (-16299)
Txndc8	peak_3250 (-9096)
Tyr	peak_4251 (+78272), peak_4250 (+116945)
Tyrp1	peak_3305 (-586934)
Uaca	peak_4712 (+32187), peak_4713 (+218926), peak_4714 (+237201)
Ubac2	peak_1612 (-30255)
Ube2dnl1	peak_4980 (-148415)
Ube2dnl2	peak_4981 (+213115), peak_4982 (+235816), peak_4983 (+348689)
Ube2e1	peak_1437 (-190006)
Ube2e3	peak_2640 (-252214)
Ube2g2	peak_575 (+27263)
Ube2r2	peak_3205 (+15110)
Ube2v2	peak_1821 (+152341), peak_1820 (+279283)
Ube3c	peak_3572 (+56368)
Ubiad1	peak_3482 (+52917)
Ubl3	peak_3876 (+46087)
Ubn1	peak_1807 (+38560)
Uchl5	peak_330 (+84860)
Uck2	peak_374 (+88311)
Ugt1a10	peak_208 (-20156)
Ugt3a2	peak_1630 (+20858)
Ugt8a	peak_3041 (-49842)
Uhrf1bp1l	peak_599 (+219784), peak_600 (+388284)
Uhrf2	peak_2419 (-12776)
Ulbp1	peak_422 (-18608), peak_421 (+80959)
Ulk4	peak_4819 (+16832)
Umps	peak_1858 (-47368)
Unc5b	peak_528 (-31890)
Unc5c	peak_3073 (-86772)
Unc5d	peak_4391 (-880916), peak_4390 (-196253), peak_4389 (-140789), peak_4388 (+25479), peak_4387 (+248251), peak_4386 (+689498), peak_4385 (+826382)
Uncx	peak_3858 (+76361)
Unk	peak_909 (+17481)
Upp2	peak_2603 (-54457)
Urgcp	peak_698 (+12229)
Uri1	peak_4208 (+100991)
Usp10	peak_4566 (-15353)
Usp11	peak_4847 (+58533)
Usp12	peak_3868 (+82263)
Usp17lb	peak_4277 (+8657)
Usp20	peak_2543 (+46324)
Usp24	peak_3379 (-139192), peak_3380 (-89636)
Usp25	peak_1954 (+14749), peak_1955 (+39494), peak_1956 (+141061), peak_1957 (+179594)
Usp3	peak_4729 (-46309)
Usp35	peak_4266 (+104399)
Usp38	peak_4499 (-57597)
Usp42	peak_3864 (+43350), peak_3863 (+48112)
Usp44	peak_608 (-36369)
Usp46	peak_3656 (+80666)
Usp47	peak_4290 (-112329)
Usp51	peak_5025 (-32561)
Uspl1	peak_3879 (-43583)
Ust	peak_425 (-61968), peak_424 (+199071), peak_423 (+255210)
Utp18	peak_858 (+90499), peak_857 (+147625)
Utp6	peak_843 (+155573)
Utrn	peak_433 (+48200), peak_432 (+506399)
Uts2	peak_3496 (+15268)
Uxs1	peak_108 (-27403)
Vangl1	peak_3006 (+9813)
Vapb	peak_2790 (+33721)
Vcpkmt	peak_1052 (-12418), peak_1051 (+45351), peak_1050 (+92963)
Vdr	peak_1796 (+31644)
Vegfa	peak_2130 (+92392)
Vgll2	peak_512 (-31189), peak_513 (-23335)
Vgll3	peak_1927 (-63889), peak_1928 (+496546), peak_1929 (+709131)
Vil1	peak_184 (+9643)
Vim	peak_2505 (+43573), peak_2506 (+84349)
Vit	peak_2198 (+83680)
Vma21-ps	peak_3234 (-38635)
Vmn1r100	peak_4178 (-18401)
Vmn1r101	peak_4179 (-5795)
Vmn1r15	peak_3998 (+29354)
Vmn1r16	peak_3999 (+19166)
Vmn1r17	peak_4000 (-13469)
Vmn1r173	peak_4181 (-7714)
Vmn1r174	peak_4182 (-7717)
Vmn1r204	peak_1203 (-6785)
Vmn1r220	peak_1204 (+7870)
Vmn1r226	peak_2057 (+31666)
Vmn1r27	peak_4001 (+42206)
Vmn1r29	peak_4002 (-8992)
Vmn1r38	peak_4011 (+11004)
Vmn1r41	peak_4042 (+21827)
Vmn1r42	peak_4043 (+9676)
Vmn1r62	peak_4148 (+29393), peak_4149 (+48120)
Vmn1r64	peak_4151 (+24956), peak_4150 (+30720)
Vmn1r72	peak_4159 (+34590)
Vmn1r8	peak_3997 (+16841)
Vmn1r82	peak_4160 (-14893)
Vmn1r89	peak_4162 (+13136)
Vmn2r113	peak_2063 (+33209)
Vmn2r114	peak_2065 (+51851)
Vmn2r118	peak_2149 (+30491), peak_2148 (+66073)
Vmn2r12	peak_3740 (-24787)
Vmn2r13	peak_3741 (+31387)
Vmn2r15	peak_3742 (+17824)
Vmn2r17	peak_3743 (+47327)
Vmn2r19	peak_4102 (+51512)
Vmn2r24	peak_4103 (-16298)
Vmn2r55	peak_4161 (+11756)
Vmn2r57	peak_4213 (+19550)
Vmn2r65	peak_4247 (-17905), peak_4246 (+9479)
Vmn2r66	peak_4248 (-12093)
Vmn2r86	peak_690 (+10949)
Vmn2r89	peak_1504 (-16734)
Vmn2r9	peak_3739 (-50324), peak_3738 (-28185), peak_3737 (-12677)
Vmn2r90	peak_2048 (-17145)
Vmn2r92	peak_2049 (-21192)
Vmn2r96	peak_2050 (-51712), peak_2051 (+26302)
Vmn2r97	peak_2052 (-113717), peak_2053 (-72565), peak_2054 (-11729)
Vmn2r98	peak_2055 (+50151)
Vps13b	peak_1677 (+263711)
Vps13c	peak_4731 (+311519)
Vps33a	peak_3811 (-10018)
Vps37b	peak_3813 (-30619), peak_3812 (-18734)
Vps41	peak_1199 (-29176)
Vps50	peak_3886 (+86876)
Vps54	peak_733 (-49960)
Vps9d1	peak_4590 (+8398)
Vrk1	peak_1121 (+52978), peak_1122 (+60531), peak_1123 (+97576), peak_1124 (+155450)
Vrk2	peak_749 (-795467), peak_748 (-768881), peak_747 (-138955), peak_746 (-75948)
Vsig10	peak_3782 (+15767)
Vsir	peak_526 (-23112)
Vstm2a	peak_715 (-479555)
Vstm2l	peak_2747 (-18390), peak_2748 (-13160)
Vsx1	peak_2733 (-15783)
Vwa2	peak_2489 (+41483)
Vwa3b	peak_96 (+13233)
Vwa8	peak_1553 (+147987)
Vwc2	peak_702 (-946524), peak_703 (-64645), peak_704 (+34185)
Vwc2l	peak_174 (-90498)
Vwf	peak_4105 (+46529)
Wac	peak_2235 (+347024)
Wasl	peak_3936 (-8356)
Wbscr17	peak_3835 (+258419)
Wdfy3	peak_3721 (-152932), peak_3720 (+88350)
Wdpcp	peak_734 (+62180)
Wdr25	peak_1129 (+78412)
Wdr26	peak_392 (-20833)
Wdr38	peak_2568 (-21484)
Wdr41	peak_1361 (+56386)
Wdr44	peak_4852 (-158069)
Wdr49	peak_2955 (+15136)
Wdr70	peak_1626 (+124231)
Wdr75	peak_118 (-140742), peak_119 (-26329)
Wdr89	peak_1064 (-32319)
Wdr90	peak_2074 (+5963)
Wdr95	peak_3881 (+25350)
Wdsub1	peak_2606 (+39683)
Wfdc2	peak_2759 (-28348)
Wfs1	peak_3583 (+6998)
Wnt2b	peak_3014 (-42847)
Wnt4	peak_3456 (+23961)
Wnt5a	peak_1462 (+116208)
Wrn	peak_4392 (+233974)
Wscd1	peak_825 (+70086)
Wscd2	peak_3757 (+46696)
Wt1	peak_2678 (+45537)
Wwc1	peak_767 (-361873), peak_766 (-27498)
Wwc2	peak_4420 (-32823)
Wwox	peak_4559 (+75904)
Wwp1	peak_3155 (-41775), peak_3154 (+38419)
Xab2	peak_4336 (+14401)
Xcl1	peak_365 (-90688)
Xkr4	peak_2 (-181260), peak_1 (+139545)
Xkr8	peak_3442 (-10300)
Xkr9	peak_34 (+68795), peak_35 (+228548)
Xlr	peak_4884 (-86397)
Xpa	peak_3218 (-30711)
Xpnpep1	peak_2473 (+199434)
Xpo7	peak_1535 (+38664)
Xrcc3	peak_1141 (+18894)
Xxylt1	peak_1851 (-7567), peak_1850 (+109483)
Xylt1	peak_4297 (-364646), peak_4298 (+40253)
Xylt2	peak_861 (+7298)
Yap1	peak_4613 (-11817)
Yeats4	peak_658 (+29411)
Yipf5	peak_2283 (+54997)
Ypel1	peak_1823 (-17659)
Ypel2	peak_852 (+19639)
Yrdc	peak_3424 (-19391)
Ythdf3	peak_2828 (+235503), peak_2829 (+308323), peak_2830 (+811499)
Ywhag	peak_3853 (-6325)
Ywhaz	peak_1682 (+43247)
Zadh2	peak_2358 (+87428)
Zan	peak_3857 (+43737)
Zbbx	peak_2954 (+673029), peak_2953 (+685527)
Zbp1	peak_2788 (-26817)
Zbtb17	peak_3468 (+20682)
Zbtb2	peak_418 (+47551)
Zbtb20	peak_1878 (+48125), peak_1879 (+77951), peak_1880 (+235535)
Zbtb24	peak_489 (-24165)
Zbtb38	peak_4766 (-38660)
Zbtb43	peak_2557 (-53172), peak_2556 (-26457)
Zbtb8b	peak_3436 (+8118), peak_3435 (+20706)
Zbtb9	peak_2076 (-10583)
Zc3h12a	peak_3426 (-17648)
Zc3h12c	peak_4698 (-217338)
Zc3h7a	peak_1813 (-10175)
Zc4h2	peak_4954 (-101065)
Zcchc24	peak_1456 (+29947)
Zcchc9	peak_1356 (-7317)
Zdhhc15	peak_4964 (-50497)
Zdhhc17	peak_644 (+23406)
Zdhhc2	peak_4406 (-55186)
Zdhhc20	peak_1515 (-30731)
Zdhhc21	peak_3319 (+115362)
Zfand3	peak_2091 (-23430), peak_2092 (+201815)
Zfat	peak_1746 (-109210), peak_1745 (+226373), peak_1744 (+423585)
Zfhx3	peak_4542 (+84969), peak_4543 (+445311)
Zfhx4	peak_2800 (-633638)
Zfp112	peak_4183 (+5791)
Zfp114	peak_4184 (-10575)
Zfp119a	peak_2150 (+38298)
Zfp148	peak_1855 (+31500)
Zfp185	peak_4914 (+20769)
Zfp217	peak_2779 (+36374), peak_2778 (+60171), peak_2777 (+133273), peak_2776 (+201076)
Zfp27	peak_4195 (+11846)
Zfp281	peak_312 (-35602)
Zfp286	peak_809 (-14572)
Zfp322a	peak_1205 (+24179)
Zfp326	peak_3733 (-9671), peak_3734 (+146805)
Zfp352	peak_3343 (-186447), peak_3344 (+341316), peak_3345 (+439283)
Zfp366	peak_1369 (+6009), peak_1370 (+44445)
Zfp36l1	peak_1070 (+248183)
Zfp36l2	peak_2211 (-81550), peak_2210 (+46925)
Zfp386	peak_1152 (-623390), peak_1153 (-58046)
Zfp397	peak_2255 (-37211), peak_2256 (-9458)
Zfp40	peak_2064 (-52232)
Zfp423	peak_4510 (-78130)
Zfp438	peak_2233 (-94270), peak_2232 (-68014)
Zfp457	peak_1303 (+7764)
Zfp458	peak_1302 (+34707)
Zfp462	peak_3237 (-457214), peak_3238 (-314642), peak_3239 (-293315), peak_3240 (-271283), peak_3241 (-126675)
Zfp516	peak_2357 (+90635)
Zfp521	peak_2241 (+390416)
Zfp536	peak_4207 (+183532), peak_4206 (+201463), peak_4205 (+252819)
Zfp568	peak_4196 (-12974)
Zfp607a	peak_4188 (+26520)
Zfp618	peak_3259 (+11653)
Zfp619	peak_4210 (+19055), peak_4211 (+137702), peak_4212 (+172201)
Zfp637	peak_4094 (-149566), peak_4095 (-102048)
Zfp64	peak_2775 (-133979), peak_2774 (-78930), peak_2773 (-74066), peak_2772 (+77093)
Zfp652	peak_865 (-14230)
Zfp661	peak_2704 (+9961)
Zfp703	peak_4378 (-389997), peak_4379 (-128608)
Zfp704	peak_2812 (-52661)
Zfp708	peak_1301 (+8191)
Zfp710	peak_4238 (-30477)
Zfp715	peak_4215 (+34723)
Zfp72	peak_1316 (-15656)
Zfp746	peak_3980 (-142127)
Zfp750	peak_928 (-25378)
Zfp804a	peak_2643 (+442763)
Zfp820	peak_2058 (+29665)
Zfp827	peak_4495 (+32165)
Zfp90	peak_4539 (-9512)
Zfp946	peak_2061 (+45087)
Zfp951	peak_3729 (+85127)
Zfp954	peak_4156 (+13101)
Zfp955b	peak_2098 (+15808)
Zfp956	peak_3979 (+25063)
Zfp960	peak_2043 (-394383), peak_2044 (-387241), peak_2045 (-206184)
Zfp97	peak_2046 (+93573)
Zfp971	peak_2793 (-8374)
Zfp972	peak_2792 (+37319)
Zfp995	peak_2059 (-9015)
Zfpm1	peak_4586 (-91136)
Zfpm2	peak_1692 (+224279)
Zfr	peak_1636 (-19183), peak_1637 (-10613)
Zfyve1	peak_1077 (+27699)
Zic3	peak_4887 (+257611)
Zik1	peak_4157 (+24055)
Zmat3	peak_2868 (+51480), peak_2867 (+197523)
Zmat4	peak_4374 (+167946)
Zmiz1	peak_1455 (-350837)
Zmynd11	peak_1180 (+74424)
Zmynd8	peak_2762 (+81439)
Znrf1	peak_4553 (+30065)
Zp3r	peak_298 (+29120)
Zpld1	peak_1899 (+177006), peak_1898 (+832962), peak_1897 (+865377)
Zranb3	peak_292 (+63983)
Zscan20	peak_3430 (+45620)
Zscan4-ps3	peak_4158 (-26180)
Zswim2	peak_2648 (+10810)
Zswim8	peak_1445 (+6889)
Zwint	peak_555 (-161799), peak_556 (+283162)
Zxdb	peak_4951 (+48975)
Zzz3	peak_3085 (+90695)

