# GREAT version 4.0.4	Species assembly: mm10	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
peak_1	Xkr4 (+139545)
peak_4017	Rpia (+839754)
peak_4018	Rpia (+302550)
peak_4019	Rpia (+267824)
peak_4020	Atoh8 (+19212)
peak_4021	Tcf7l1 (+64209)
peak_4022	Tcf7l1 (+53468)
peak_4023	4931417E11Rik (+15318)
peak_4024	Gm9008 (+970)
peak_4025	Gm9008 (-230789)
peak_4026	Ctnna2 (-47518)
peak_4027	Ctnna2 (-175979)
peak_4028	Lrrtm4 (-734474)
peak_4029	Lrrtm4 (-711561)
peak_4030	Lrrtm4 (+360280)
peak_4031	Eva1a (+59008)
peak_4032	Eva1a (+171089)
peak_4033	Pole4 (+41657)
peak_4034	Sema4f (+76856)
peak_4035	Sema4f (+25932)
peak_4036	Bola3 (+18211)
peak_4037	Dysf (+31622)
peak_4038	Exoc6b (-15017)
peak_4039	Emx1 (+64357)
peak_4040	Arhgap25 (+20060)
peak_4041	Rpn1 (+25646)
peak_4042	Vmn1r41 (+21827)
peak_4043	Vmn1r42 (+9676)
peak_4044	Iqsec1 (-95429)
peak_4045	Suclg2 (-81955)
peak_4046	Suclg2 (-122499)
peak_4047	1700123L14Rik (-130855)
peak_4048	Fam19a4 (+437426)
peak_4049	Fam19a4 (+138404)
peak_4050	Fam19a4 (+90879)
peak_4051	Foxp1 (+436133)
peak_4052	Foxp1 (+45939)
peak_4053	Prok2 (-245178)
peak_4054	Rybp (+124141)
peak_4055	Rybp (+116619)
peak_4056	Rybp (+73983)
peak_4057	Gxylt2 (+53534)
peak_4058	Ppp4r2 (+174187)
peak_4059	Pdzrn3 (-383691)
peak_4060	Cntn3 (+531656)
peak_4061	Cntn3 (-111712)
peak_4062	Chl1 (+71183)
peak_4063	Chl1 (+208432)
peak_4064	Cntn4 (-215288)
peak_4065	Cntn4 (-14755)
peak_4066	Il5ra (+351444)
peak_4067	Crbn (-303015)
peak_4068	Crbn (-340210)
peak_4069	Setmar (-113658)
peak_4070	Setmar (-71460)
peak_4071	Setmar (-17209)
peak_4072	Itpr1 (+16559)
peak_4073	Itpr1 (+59735)
peak_4074	Edem1 (+125435)
peak_4075	Edem1 (+238534)
peak_4076	Grm7 (+776146)
peak_4077	Lmcd1 (-810619)
peak_4078	Lmcd1 (-93846)
peak_4079	Cav3 (+12908)
peak_4080	Oxtr (-45417)
peak_4081	Srgap3 (+117779)
peak_4082	Srgap3 (-26993)
peak_4083	Rpusd3 (+6486)
peak_4084	Irak2 (+16526)
peak_4085	Slc6a11 (-36565)
peak_4086	Tsen2 (-44696)
peak_4087	Tmem40 (+33819)
peak_4088	Cand2 (+16525)
peak_4089	Tmcc1 (+19790)
peak_4090	Olfr211 (-8134)
peak_4091	Tmem72 (-166703)
peak_4092	Tmem72 (-209633)
peak_4093	Cxcl12 (-81490)
peak_4094	Zfp637 (-149566)
peak_4095	Zfp637 (-102048)
peak_4096	Cecr2 (-21821)
peak_4097	Bid (+12841)
peak_4098	Mical3 (+78120)
peak_4099	Klrg1 (+55056)
peak_4100	Foxj2 (-26988)
peak_4101	Clec4b1 (-7182)
peak_4102	Vmn2r19 (+51512)
peak_4103	Vmn2r24 (-16298)
peak_4104	Pex5 (-21938)
peak_4105	Vwf (+46529)
peak_4106	Ccnd2 (-30551)
peak_4107	Ccnd2 (-82955)
peak_4108	Parp11 (+60730)
peak_4109	Tspan9 (+37943)
peak_4110	Tead4 (-12744)
peak_4111	Klrb1f (+13826)
peak_4112	Klra17 (+19413)
peak_4113	Klra1 (-297239)
peak_4114	Klra1 (-368974)
peak_4115	Tas2r114 (-166901)
peak_4116	Smim10l1 (-20487)
peak_4117	Kap (+108210)
peak_4118	Kap (+38011)
peak_4119	Bcl2l14 (-27726)
peak_4120	Gprc5a (+18507)
peak_4121	Pbp2 (+22426)
peak_4122	Pde6h (+23217)
peak_4123	Eps8 (+27572)
peak_4124	Slc15a5 (+55510)
peak_4125	Plekha5 (+95403)
peak_4126	Gm11077 (+105652)
peak_4127	Gm11077 (+140566)
peak_4128	Pde3a (-38221)
peak_4129	Slco1b2 (-45188)
peak_4130	Gm5724 (+19893)
peak_4131	St8sia1 (+67259)
peak_4132	Etnk1 (+256028)
peak_4133	Sox5 (+428037)
peak_4134	Bcat1 (+73888)
peak_4135	Bcat1 (+30312)
peak_4136	Lrmp (-16503)
peak_4137	Kras (-53597)
peak_4138	Tuba3b (+26494)
peak_4139	Rassf8 (+9317)
peak_4140	Arntl2 (-13190)
peak_4141	Ipo8 (+62549)
peak_4142	Fam60a (-75243)
peak_4143	2810474O19Rik (+44289)
peak_4144	AU018091 (+59270)
peak_4145	Nlrp12 (+12341)
peak_4146	Lair1 (+45039)
peak_4147	Ptprh (-8113)
peak_4148	Vmn1r62 (+29393)
peak_4149	Vmn1r62 (+48120)
peak_4150	Vmn1r64 (+30720)
peak_4151	Vmn1r64 (+24956)
peak_4152	Nlrp4c (+36312)
peak_4153	Olfr1350 (+24907)
peak_4154	Aurkc (-81634)
peak_4155	Aurkc (-18057)
peak_4156	Zfp954 (+13101)
peak_4157	Zik1 (+24055)
peak_4158	Zscan4-ps3 (-26180)
peak_4159	Vmn1r72 (+34590)
peak_4160	Vmn1r82 (-14893)
peak_4161	Vmn2r55 (+11756)
peak_4162	Vmn1r89 (+13136)
peak_4163	Lig1 (-8031)
peak_4164	Sult2a2 (-26801)
peak_4165	Sult2a1 (-59993)
peak_4166	Sult2a3 (+66038)
peak_4167	Sult2a8 (+42530)
peak_4168	Obox5 (-18774)
peak_4169	Slc1a5 (-9578)
peak_4170	Psg29 (+180225)
peak_4171	Ceacam5 (-18329)
peak_4172	Ceacam12 (+42197)
peak_4173	Psg18 (+24649)
peak_4174	Psg28 (+28728)
peak_4175	Psg28 (-21466)
peak_4176	Psg26 (+19541)
peak_4177	Psg23 (+21104)
peak_4178	Vmn1r100 (-18401)
peak_4179	Vmn1r101 (-5795)
peak_4180	Gm4141 (+13208)
peak_4181	Vmn1r173 (-7714)
peak_4182	Vmn1r174 (-7717)
peak_4183	Zfp112 (+5791)
peak_4184	Zfp114 (-10575)
peak_4185	Pou2f2 (+16708)
peak_4186	Pou2f2 (+11282)
peak_4187	Cyp2s1 (-11802)
peak_4188	Zfp607a (+26520)
peak_4189	Fcgbp (+14210)
peak_4190	Fcgbp (+22477)
peak_4191	9530053A07Rik (+10600)
peak_4192	Map4k1 (+31475)
peak_4193	Dpf1 (+83688)
peak_4194	Sipa1l3 (-23603)
peak_4195	Zfp27 (+11846)
peak_4196	Zfp568 (-12974)
peak_4197	Scgb2b26 (+40778)
peak_4198	Scgb1b27 (+26515)
peak_4199	Kctd15 (+49364)
peak_4200	Chst8 (-7258)
peak_4201	Faap24 (+24085)
peak_4202	Dpy19l3 (+6677)
peak_4203	Tshz3 (+72656)
peak_4204	Tshz3 (+345465)
peak_4205	Zfp536 (+252819)
peak_4206	Zfp536 (+201463)
peak_4207	Zfp536 (+183532)
peak_4208	Uri1 (+100991)
peak_4209	1600014C10Rik (+8461)
peak_4210	Zfp619 (+19055)
peak_4211	Zfp619 (+137702)
peak_4212	Zfp619 (+172201)
peak_4213	Vmn2r57 (+19550)
peak_4214	4933421I07Rik (-8070)
peak_4215	Zfp715 (+34723)
peak_4216	Syt3 (+11528)
peak_4217	Slc6a21 (-14641)
peak_4218	Slc6a21 (+5803)
peak_4219	Dhdh (-6158)
peak_4220	Mamstr (+10810)
peak_4221	Dbx1 (+88741)
peak_4222	Ttc23 (+45378)
peak_4223	Fam169b (+27249)
peak_4224	Nr2f2 (+167259)
peak_4225	Mctp2 (-221588)
peak_4226	Rgma (-367817)
peak_4227	Rgma (-342518)
peak_4228	Rgma (-65238)
peak_4229	Slco3a1 (-164852)
peak_4230	Slco3a1 (-190754)
peak_4231	Klhl25 (-100167)
peak_4232	Klhl25 (+149000)
peak_4233	Agbl1 (+502741)
peak_4234	NONE
peak_4235	Ntrk3 (+162420)
peak_4236	Mfge8 (-45488)
peak_4237	Abhd2 (-45521)
peak_4238	Zfp710 (-30477)
peak_4239	Cib1 (+12081)
peak_4240	Gdpgp1 (+5961)
peak_4241	Hddc3 (+13329)
peak_4242	Slc28a1 (-20602)
peak_4243	Rps17 (+23738)
peak_4244	Mex3b (+319349)
peak_4245	Tmc3 (-17199)
peak_4246	Vmn2r65 (+9479)
peak_4247	Vmn2r65 (-17905)
peak_4248	Vmn2r66 (-12093)
peak_4249	Olfr298 (-11459)
peak_4250	Tyr (+116945)
peak_4251	Tyr (+78272)
peak_4252	Ctsc (-277087)
peak_4253	Rab38 (+289179)
peak_4254	Me3 (-44094)
peak_4255	Me3 (+126348)
peak_4256	Tmem126b (-246929)
peak_4257	Dlg2 (+657192)
peak_4258	Ccdc90b (-489069)
peak_4259	Prcp (+41724)
peak_4260	Fam181b (+76340)
peak_4261	Tenm4 (-802633)
peak_4262	Tenm4 (-298258)
peak_4263	Tenm4 (-12882)
peak_4264	Nars2 (-153949)
peak_4265	Gab2 (+65694)
peak_4266	Usp35 (+104399)
peak_4267	Myo7a (+40731)
peak_4268	Thap12 (+32214)
peak_4269	Relt (+13095)
peak_4270	Arhgef17 (+23571)
peak_4271	Il18bp (+16954)
peak_4272	Olfr564 (-8586)
peak_4273	Olfr566 (+14020)
peak_4274	Olfr635 (-11993)
peak_4275	Trim30a (-12887)
peak_4276	Olfr661 (+34771)
peak_4277	Usp17lb (+8657)
peak_4278	Olfr688 (-24729)
peak_4279	Olfr691 (-7879)
peak_4280	Trim3 (+14934)
peak_4281	Ilk (-15554)
peak_4282	Olfr711 (-9645)
peak_4283	Olfr470 (-6714)
peak_4284	Olfr478 (+20161)
peak_4285	Olfr502 (+25207)
peak_4286	Lmo1 (-51043)
peak_4287	Swap70 (-40452)
peak_4288	Adm (+61956)
peak_4289	Rnf141 (+34622)
peak_4290	Usp47 (-112329)
peak_4291	Rras2 (+83847)
peak_4292	Rras2 (+56655)
peak_4293	Rras2 (-15594)
peak_4294	Insc (+181924)
peak_4295	Sox6 (+544849)
peak_4296	Sox6 (+176121)
peak_4297	Xylt1 (-364646)
peak_4298	Xylt1 (+40253)
peak_4299	Tmc7 (+9144)
peak_4300	9030624J02Rik (+32845)
peak_4301	Gp2 (+19298)
peak_4302	Abca15 (-27998)
peak_4303	Hs3st4 (-111272)
peak_4304	Nsmce1 (+19094)
peak_4305	Gsg1l (+41242)
peak_4306	Sbk1 (-34449)
peak_4307	Fbrs (+4488)
peak_4308	Bcl7c (+41457)
peak_4309	Bcl7c (+17042)
peak_4310	Bag3 (+16727)
peak_4311	Fgfr2 (+291248)
peak_4312	Tacc2 (+54375)
peak_4313	Cuzd1 (+23820)
peak_4314	Pstk (+10274)
peak_4315	Lhpp (+45914)
peak_4316	Fam53b (+101371)
peak_4317	Fam53b (+76999)
peak_4318	Fam53b (+53831)
peak_4319	Dock1 (+7833)
peak_4320	Fam196a (+20284)
peak_4321	Mgmt (-68951)
peak_4322	Ebf3 (+88667)
peak_4323	Kndc1 (-19408)
peak_4324	Cd163l1 (+6080)
peak_4325	Olfr46 (+4357)
peak_4326	Sirt3 (-8569)
peak_4327	Eps8l2 (+17814)
peak_4328	Brsk2 (+52131)
peak_4329	Mrpl23 (+44839)
peak_4330	Igf2 (+54393)
peak_4331	Cdkn1c (+71690)
peak_4332	Cttn (+59874)
peak_4333	Fgf4 (-9972)
peak_4334	Mrgprd (-6397)
peak_4335	Arhgef18 (-15992)
peak_4336	Xab2 (+14401)
peak_4337	Cd209a (-44930)
peak_4338	Ccl25 (+30564)
peak_4339	Ccl25 (+42020)
peak_4340	Ccl25 (+55743)
peak_4341	Slc10a2 (-136545)
peak_4342	Slc10a2 (-736218)
peak_4343	Slc10a2 (-908721)
peak_4344	NONE
peak_4345	NONE
peak_4346	NONE
peak_4347	NONE
peak_4348	Arglu1 (-20805)
peak_4349	Arglu1 (-278938)
peak_4350	Fam155a (+412749)
peak_4351	Irs2 (+48540)
peak_4352	Rab20 (+40362)
peak_4353	Arhgef7 (+7899)
peak_4354	A230072I06Rik (+3743)
peak_4355	Sox1 (+43825)
peak_4356	Spaca7 (-36668)
peak_4357	Grtp1 (-23515)
peak_4358	Tdrp (-38373)
peak_4359	Dlgap2 (+100477)
peak_4360	Cln8 (-160164)
peak_4361	Myom2 (+594621)
peak_4362	NONE
peak_4363	Csmd1 (+344918)
peak_4364	Csmd1 (+36173)
peak_4365	Csmd1 (-498759)
peak_4366	Mcph1 (-162443)
peak_4367	Defb38 (-18775)
peak_4368	Defb14 (-13929)
peak_4369	Defa17 (-15039)
peak_4370	Ccdc70 (+18790)
peak_4371	Nek3 (+17936)
peak_4372	Tpte (-24162)
peak_4373	Tpte (+12599)
peak_4374	Zmat4 (+167946)
peak_4375	Adam32 (+8858)
peak_4376	Letm2 (+33933)
peak_4377	Thap1 (+194043)
peak_4378	Zfp703 (-389997)
peak_4379	Zfp703 (-128608)
peak_4380	Rab11fip1 (+22061)
peak_4381	Poteg (+113451)
peak_4382	Poteg (+145067)
peak_4383	Poteg (+159731)
peak_4384	Poteg (+584727)
peak_4385	Unc5d (+826382)
peak_4386	Unc5d (+689498)
peak_4387	Unc5d (+248251)
peak_4388	Unc5d (+25479)
peak_4389	Unc5d (-140789)
peak_4390	Unc5d (-196253)
peak_4391	Unc5d (-880916)
peak_4392	Wrn (+233974)
peak_4393	5930422O12Rik (+37461)
peak_4394	Gtf2e2 (-32736)
peak_4395	Ppp1r3b (-132127)
peak_4396	Eri1 (-10454)
peak_4397	Gm19410 (-41420)
peak_4398	6430573F11Rik (+62869)
peak_4399	6430573F11Rik (+182542)
peak_4400	AI429214 (+487409)
peak_4401	AI429214 (+560360)
peak_4402	AI429214 (+633935)
peak_4403	Sgcz (-157798)
peak_4404	Msr1 (-87312)
peak_4405	Msr1 (-252115)
peak_4406	Zdhhc2 (-55186)
peak_4407	Adam20 (-17416)
peak_4408	Frg1 (-96506)
peak_4409	Frg1 (-620865)
peak_4410	Frg1 (-855333)
peak_4411	Triml1 (+135353)
peak_4412	Adam26a (-18638)
peak_4413	Adam34 (-81450)
peak_4414	Adam34 (-267717)
peak_4415	Fat1 (-346127)
peak_4416	F11 (+82767)
peak_4417	Tlr3 (-17783)
peak_4418	Stox2 (+143912)
peak_4419	Stox2 (+96397)
peak_4420	Wwc2 (-32823)
peak_4421	Dctd (+165158)
peak_4422	Tenm3 (-932526)
peak_4423	NONE
peak_4424	NONE
peak_4425	NONE
peak_4426	Gpm6a (-105474)
peak_4427	Gpm6a (-37095)
peak_4428	Adam29 (+163697)
peak_4429	Hpgd (+55976)
peak_4430	Fbxo8 (+276807)
peak_4431	Hand2 (-280102)
peak_4432	Hand2 (-216091)
peak_4433	Hand2 (-137971)
peak_4434	Scrg1 (-58748)
peak_4435	Galnt7 (-23477)
peak_4436	Galnt7 (-333040)
peak_4437	BC030500 (-613161)
peak_4438	BC030500 (-440264)
peak_4439	Galntl6 (-709239)
peak_4440	Galntl6 (-737303)
peak_4441	Galntl6 (-765155)
peak_4442	Gm10283 (+721727)
peak_4443	Gm10283 (+669089)
peak_4444	Gm10283 (+446713)
peak_4445	Gm10283 (+30331)
peak_4446	Cbr4 (-106859)
peak_4447	Cbr4 (-7374)
peak_4448	Cbr4 (+29172)
peak_4449	Anxa10 (-39834)
peak_4450	Anxa10 (-127348)
peak_4451	Spock3 (-296163)
peak_4452	Spock3 (+124244)
peak_4453	Sgo2b (+273598)
peak_4454	Cpe (+129820)
peak_4455	Cpe (+26395)
peak_4456	Klhl2 (-40542)
peak_4457	BC030870 (-55187)
peak_4458	BC030870 (-168273)
peak_4459	BC030870 (-193415)
peak_4460	BC030870 (-274067)
peak_4461	BC030870 (-324453)
peak_4462	BC030870 (-413387)
peak_4463	BC030870 (-461384)
peak_4464	March1 (-284923)
peak_4465	Npy5r (+84362)
peak_4466	Psd3 (+191585)
peak_4467	Sh2d4a (-55507)
peak_4468	Sh2d4a (+134787)
peak_4469	Sh2d4a (+185031)
peak_4470	Sh2d4a (+222735)
peak_4471	Lzts1 (+46184)
peak_4472	Lzts1 (-9414)
peak_4473	Tmem161a (+14365)
peak_4474	Crtc1 (+20567)
peak_4475	Map1s (+153422)
peak_4476	Map1s (+166349)
peak_4477	Hsh2d (+8185)
peak_4478	Gm10282 (+563)
peak_4479	Klf2 (+39315)
peak_4480	F2rl3 (+83760)
peak_4481	F2rl3 (+205906)
peak_4482	Large1 (+195557)
peak_4483	Isx (-682458)
peak_4484	Isx (-388434)
peak_4485	Mcm5 (+36625)
peak_4486	Gm10358 (+66958)
peak_4487	Iqcm (+124990)
peak_4488	Iqcm (+139161)
peak_4489	Iqcm (+649189)
peak_4490	Nr3c2 (-565709)
peak_4491	Nr3c2 (-488185)
peak_4492	Nr3c2 (-431430)
peak_4493	Arhgap10 (+180810)
peak_4494	Prmt9 (-12813)
peak_4495	Zfp827 (+32165)
peak_4496	Mmaa (-37906)
peak_4497	Otud4 (-16580)
peak_4498	Gypa (-147918)
peak_4499	Usp38 (-57597)
peak_4500	Inpp4b (+378964)
peak_4501	Rnf150 (-44352)
peak_4502	G430095P16Rik (+7809)
peak_4503	Cks1brt (+14443)
peak_4504	Phkb (+107585)
peak_4505	Abcc12 (+364878)
peak_4506	Siah1a (-18929)
peak_4507	N4bp1 (-109599)
peak_4508	4933402J07Rik (+178143)
peak_4509	4933402J07Rik (+189282)
peak_4510	Zfp423 (-78130)
peak_4511	Brd7 (-20279)
peak_4512	Cyld (+116055)
peak_4513	Irx3 (-191650)
peak_4514	Ces1f (-19294)
peak_4515	Ces5a (+50123)
peak_4516	Ces5a (-48931)
peak_4517	Kifc3 (-67923)
peak_4518	Cngb1 (+64489)
peak_4519	Gins3 (-22253)
peak_4520	Got2 (-171757)
peak_4521	Got2 (-885635)
peak_4522	NONE
peak_4523	NONE
peak_4524	NONE
peak_4525	Cdh8 (+987266)
peak_4526	Cdh8 (+717120)
peak_4527	Cdh8 (+571030)
peak_4528	Cdh8 (-443720)
peak_4529	Cdh8 (-864705)
peak_4530	NONE
peak_4531	Cdh11 (+637379)
peak_4532	Cdh5 (-340069)
peak_4533	Cdh5 (-38856)
peak_4534	Ces2a (-38489)
peak_4535	Ces2b (-6183)
peak_4536	Ces4a (+6471)
peak_4537	Ctcf (-15233)
peak_4538	Prmt7 (+54671)
peak_4539	Zfp90 (-9512)
peak_4540	Cyb5b (+55172)
peak_4541	Psmd7 (-93843)
peak_4542	Zfhx3 (+84969)
peak_4543	Zfhx3 (+445311)
peak_4544	Pmfbp1 (-728974)
peak_4545	Pmfbp1 (-641431)
peak_4546	Pmfbp1 (-582913)
peak_4547	Pmfbp1 (-554768)
peak_4548	Calb2 (+15459)
peak_4549	Hydin (+24025)
peak_4550	Fuk (+18476)
peak_4551	Ddx19a (+20999)
peak_4552	Ddx19a (-10857)
peak_4553	Znrf1 (+30065)
peak_4554	Ldhd (+34730)
peak_4555	Cntnap4 (-86676)
peak_4556	Cntnap4 (+81774)
peak_4557	Cntnap4 (+227696)
peak_4558	Cntnap4 (+262945)
peak_4559	Wwox (+75904)
peak_4560	Maf (+556820)
peak_4561	Dynlrb2 (+82660)
peak_4562	Pkd1l2 (+22928)
peak_4563	Mphosph6 (-176382)
peak_4564	Atp2c2 (+33912)
peak_4565	Tldc1 (-7704)
peak_4566	Usp10 (-15353)
peak_4567	Crispld2 (-36018)
peak_4568	Crispld2 (+21234)
peak_4569	Fam92b (+24414)
peak_4570	Fam92b (-130934)
peak_4571	Gse1 (-95565)
peak_4572	Gse1 (-38515)
peak_4573	Gins2 (+32176)
peak_4574	Gins2 (-19246)
peak_4575	Irf8 (+56513)
peak_4576	Irf8 (+124630)
peak_4577	Foxl1 (+145447)
peak_4578	Foxl1 (+183256)
peak_4579	Foxl1 (+206966)
peak_4580	1700018B08Rik (+182832)
peak_4581	1700018B08Rik (+104878)
peak_4582	1700018B08Rik (+63881)
peak_4583	Map1lc3b (+14659)
peak_4584	Klhdc4 (+44531)
peak_4585	Banp (+23433)
peak_4586	Zfpm1 (-91136)
peak_4587	Pabpn1l (-16533)
peak_4588	Acsf3 (-29768)
peak_4589	Acsf3 (-23578)
peak_4590	Vps9d1 (+8398)
peak_4591	Gas8 (+9229)
peak_4592	Rhou (+75617)
peak_4593	Ccsap (+25563)
peak_4594	Disc1 (+33985)
peak_4595	Disc1 (+200291)
peak_4596	Sipa1l2 (-34856)
peak_4597	Ntpcr (+26850)
peak_4598	Gm3952 (-14670)
peak_4599	Ccdc7a (+116293)
peak_4600	Ccdc7a (+35431)
peak_4601	Gm10999 (+7522)
peak_4602	Gm10715 (+79475)
peak_4603	Gm10715 (+108620)
peak_4604	Gm10715 (+138579)
peak_4605	Cwf19l2 (-24227)
peak_4606	Gucy1a2 (+210968)
peak_4607	Aasdhppt (+127515)
peak_4608	Gria4 (+24153)
peak_4609	Gria4 (-181732)
peak_4610	Casp12 (+19706)
peak_4611	Casp12 (+184165)
peak_4612	Dync2h1 (+119863)
peak_4613	Yap1 (-11817)
peak_4614	Cep126 (-186262)
peak_4615	Trpc6 (-166505)
peak_4616	Arhgap42 (+7388)
peak_4617	Arhgap42 (-87165)
peak_4618	Arhgap42 (-145269)
peak_4619	Arhgap42 (-306144)
peak_4620	Cntn5 (+680993)
peak_4621	Cntn5 (+614120)
peak_4622	Cntn5 (+346548)
peak_4623	Cntn5 (-236084)
peak_4624	Cntn5 (-512408)
peak_4625	Cntn5 (-747291)
peak_4626	Jrkl (+506196)
peak_4627	Jrkl (+329739)
peak_4628	Jrkl (+161548)
peak_4629	Sesn3 (-174433)
peak_4630	Fat3 (-105712)
peak_4631	Chordc1 (-435736)
peak_4632	Chordc1 (-318406)
peak_4633	Chordc1 (-282532)
peak_4634	Mbd3l1 (+29040)
peak_4635	Olfr839-ps1 (+17234)
peak_4636	Olfr855 (+12541)
peak_4637	Olfr39 (+7199)
peak_4638	Pin1 (+20122)
peak_4639	S1pr2 (+9365)
peak_4640	Cdc37 (+7194)
peak_4641	Ldlr (+13797)
peak_4642	Kank2 (-17672)
peak_4643	Bbs9 (+10442)
peak_4644	Bmper (-186284)
peak_4645	Bmper (+61516)
peak_4646	Bmper (+385483)
peak_4647	Npsr1 (-413159)
peak_4648	Npsr1 (-116095)
peak_4649	Npsr1 (+168501)
peak_4650	Dpy19l1 (+200534)
peak_4651	Dpy19l1 (+174814)
peak_4652	Sept7 (-18874)
peak_4653	Eepd1 (-61053)
peak_4654	Eepd1 (+156816)
peak_4655	Eepd1 (+276887)
peak_4656	Ntm (-174517)
peak_4657	Adamts15 (+49760)
peak_4658	Aplp2 (-14893)
peak_4659	Fli1 (+22149)
peak_4660	9230110F15Rik (+26522)
peak_4661	Gm5916 (-106700)
peak_4662	Gm7257 (-49237)
peak_4663	Acrv1 (-22191)
peak_4664	Fez1 (+135328)
peak_4665	Olfr875 (+11099)
peak_4666	ENSMUSG00000111448 (-28507)
peak_4667	Olfr924 (-3819)
peak_4668	Olfr933 (-7466)
peak_4669	Olfr952 (-16227)
peak_4670	Olfr957 (-15712)
peak_4671	Olfr981 (+19619)
peak_4672	Olfr982 (-9780)
peak_4673	Scn3b (-15049)
peak_4674	Gramd1b (-36549)
peak_4675	Hspa8 (+21185)
peak_4676	Mcam (+44493)
peak_4677	Nlrx1 (-8711)
peak_4678	Cxcr5 (-6471)
peak_4679	Ddx6 (-17242)
peak_4680	Treh (+24104)
peak_4681	Kmt2a (+38740)
peak_4682	Dscaml1 (+71957)
peak_4683	Cep164 (+76125)
peak_4684	Cep164 (+29935)
peak_4685	Cep164 (+23155)
peak_4686	4931429L15Rik (-96675)
peak_4687	Gm4791 (-183863)
peak_4688	Gm4791 (+169244)
peak_4689	Cadm1 (+41833)
peak_4690	Cadm1 (+173982)
peak_4691	Nnmt (-43948)
peak_4692	Ttc12 (-16967)
peak_4693	Rpl10-ps3 (+60998)
peak_4694	Plet1 (-31329)
peak_4695	Plet1 (+6517)
peak_4696	Arhgap20 (-193880)
peak_4697	Arhgap20 (-144996)
peak_4698	Zc3h12c (-217338)
peak_4699	AI593442 (-199460)
peak_4700	Ddx10 (+255348)
peak_4701	Slc35f2 (+15740)
peak_4702	Sln (-20172)
peak_4703	Sln (+34168)
peak_4704	Isl2 (+97045)
peak_4705	Scaper (+90770)
peak_4706	Hmg20a (+18577)
peak_4707	Lingo1 (+29192)
peak_4708	Adpgk (-16601)
peak_4709	Parp6 (-14090)
peak_4710	Nr2e3 (-32463)
peak_4711	Nr2e3 (-95223)
peak_4712	Uaca (+32187)
peak_4713	Uaca (+218926)
peak_4714	Uaca (+237201)
peak_4715	Tle3 (-48904)
peak_4716	Rplp1 (+211845)
peak_4717	Rplp1 (+160641)
peak_4718	Coro2b (+47950)
peak_4719	Coro2b (+15328)
peak_4720	Fem1b (+43873)
peak_4721	Pias1 (-78400)
peak_4722	Skor1 (-35499)
peak_4723	Smad3 (-82743)
peak_4724	Smad6 (+102906)
peak_4725	Smad6 (-44984)
peak_4726	Slc24a1 (+6947)
peak_4727	Igdcc4 (-7268)
peak_4728	Dapk2 (+62321)
peak_4729	Usp3 (-46309)
peak_4730	Tpm1 (-177947)
peak_4731	Vps13c (+311519)
peak_4732	Lipc (+30867)
peak_4733	Cgnl1 (+46604)
peak_4734	Prtg (+50362)
peak_4735	Rsl24d1 (+62001)
peak_4736	Rsl24d1 (+123101)
peak_4737	Onecut1 (+47634)
peak_4738	Bcl2l10 (+27933)
peak_4739	Hmgcll1 (-35810)
peak_4740	Gfral (+24207)
peak_4741	Klhl31 (+38324)
peak_4742	Ddx43 (-6202)
peak_4743	Mb21d1 (+15473)
peak_4744	Slc17a5 (+41974)
peak_4745	Col12a1 (+464211)
peak_4746	Col12a1 (+375918)
peak_4747	Col12a1 (+315411)
peak_4748	Senp6 (-14674)
peak_4749	Htr1b (+450976)
peak_4750	Mei4 (+173704)
peak_4751	Mei4 (+270398)
peak_4752	Irak1bp1 (-470178)
peak_4753	Irak1bp1 (-352942)
peak_4754	Irak1bp1 (-264230)
peak_4755	Phip (-75486)
peak_4756	Lca5 (-19628)
peak_4757	Sh3bgrl2 (+59144)
peak_4758	Ibtk (+122981)
peak_4759	Tpbg (+56246)
peak_4760	Tbx18 (-83967)
peak_4761	Nt5e (-191173)
peak_4762	AF529169 (+144589)
peak_4763	Plod2 (+70323)
peak_4764	Plod2 (+743413)
peak_4765	1190002N15Rik (+145153)
peak_4766	Zbtb38 (-38660)
peak_4767	Spsb4 (+56309)
peak_4768	Spsb4 (+22763)
peak_4769	Spsb4 (-37815)
peak_4770	Slc25a36 (-22414)
peak_4771	Trim42 (+38924)
peak_4772	Nmnat3 (-46488)
peak_4773	Dbr1 (+15008)
peak_4774	Sox14 (-70741)
peak_4775	Pccb (+50262)
peak_4776	Pccb (-8091)
peak_4777	Pccb (-18630)
peak_4778	Ppp2r3a (-175523)
peak_4779	Ephb1 (-69279)
peak_4780	Ryk (+6123)
peak_4781	Slco2a1 (-83604)
peak_4782	Rab6b (+35712)
peak_4783	Tmem108 (-31760)
peak_4784	Nphp3 (+18109)
peak_4785	Acpp (+37003)
peak_4786	Mrpl3 (-204826)
peak_4787	Atp2c1 (-32898)
peak_4788	Pik3r4 (-12931)
peak_4789	Pik3r4 (+49437)
peak_4790	Iqcf4 (-19837)
peak_4791	Manf (-26746)
peak_4792	Dock3 (+141990)
peak_4793	Dock3 (+97274)
peak_4794	Cacna2d2 (+44337)
peak_4795	Tmem115 (-60830)
peak_4796	Sema3f (+6907)
peak_4797	Bsn (+6496)
peak_4798	Fbxw15 (-8410)
peak_4799	Fbxw15 (-17408)
peak_4800	Fbxw27 (+15511)
peak_4801	Dclk3 (-46944)
peak_4802	Stac (-114978)
